$Main outflows,,,,,
JDAY 1.0= 1/1/2000 12am,,,,,
JDAY,QWD1,QWD2,QWD3,QWD4,QWD5
3138,52,52,52,52,52
3139,52,52,52,52,52
3140,47.98,47.98,47.98,47.98,47.98
3141,37.76,37.76,37.76,37.76,37.76
3142,48.74,48.74,48.74,48.74,48.74
3143,52,52,52,52,52
3144,49.9,49.9,49.9,49.9,49.9
3145,40.08,40.08,40.08,40.08,40.08
3146,51.26,51.26,51.26,51.26,51.26
3147,50.43,50.43,50.43,50.43,50.43
3148,47.01,47.01,47.01,47.01,47.01
3149,37.99,37.99,37.99,37.99,37.99
3150,52,52,52,52,52
3151,52,52,52,52,52
3152,52,52,52,52,52
3153,52,52,52,52,52
3154,52,52,52,52,52
3155,52,52,52,52,52
3156,52,52,52,52,52
3157,52,52,52,52,52
3158,52,52,52,52,52
3159,52,52,52,52,52
3160,52,52,52,52,52
3161,52,52,52,52,52
3162,52,52,52,52,52
3163,52,52,52,52,52
3164,52,52,52,52,52
3165,52,52,52,52,52
3166,52,52,52,52,52
3167,52,52,52,52,52
3168,52,52,52,52,52
3169,52,52,52,52,52
3170,52,52,52,52,52
3171,52,52,52,52,52
3172,52,52,52,52,52
3173,52,52,52,52,52
3174,52,52,52,52,52
3175,52,52,52,52,52
3176,52,52,52,52,52
3177,52,52,52,52,52
3178,48.51,48.51,48.51,48.51,48.51
3179,42.7,42.7,42.7,42.7,42.7
3180,45.69,45.69,45.69,45.69,45.69
3181,40.08,40.08,40.08,40.08,40.08
3182,44.67,44.67,44.67,44.67,44.67
3183,36.25,36.25,36.25,36.25,36.25
3184,40.03,40.03,40.03,40.03,40.03
3185,47.21,47.21,47.21,47.21,47.21
3186,43.19,43.19,43.19,43.19,43.19
3187,41.57,41.57,41.57,41.57,41.57
3188,39.75,39.75,39.75,39.75,39.75
3189,52,52,52,52,52
3190,52,52,52,52,52
3191,50.7,50.7,50.7,50.7,50.7
3192,43.88,43.88,43.88,43.88,43.88
3193,40.86,40.86,40.86,40.86,40.86
3194,44.64,44.64,44.64,44.64,44.64
3195,52,52,52,52,52
3196,52,52,52,52,52
3197,52,52,52,52,52
3198,52,52,52,52,52
3199,52,52,52,52,52
3200,52,52,52,52,52
3201,52,52,52,52,52
3202,52,52,52,52,52
3203,52,52,52,52,52
3204,52,52,52,52,52
3205,52,52,52,52,52
3206,52,52,52,52,52
3207,52,52,52,52,52
3208,52,52,52,52,52
3209,52,52,52,52,52
3210,52,52,52,52,52
3211,52,52,52,52,52
3212,52,52,52,52,52
3213,52,52,52,52,52
3214,52,52,52,52,52
3215,52,52,52,52,52
3216,52,52,52,52,52
3217,52,52,52,52,52
3218,52,52,52,52,52
3219,52,52,52,52,52
3220,52,52,52,52,52
3221,52,52,52,52,52
3222,52,52,52,52,52
3223,52,52,52,52,52
3224,52,52,52,52,52
3225,29.46,29.46,29.46,29.46,29.46
3226,26.71,26.71,26.71,26.71,26.71
3227,25.17,25.17,25.17,25.17,25.17
3228,32.42,32.42,32.42,32.42,32.42
3229,35.87,35.87,35.87,35.87,35.87
3230,46.53,46.53,46.53,46.53,46.53
3231,52,52,52,52,52
3232,50.83,50.83,50.83,50.83,50.83
3233,46.48,46.48,46.48,46.48,46.48
3234,52,52,52,52,52
3235,45.79,45.79,45.79,45.79,45.79
3236,36.44,36.44,36.44,36.44,36.44
3237,30.49,30.49,30.49,30.49,30.49
3238,27.55,27.55,27.55,27.55,27.55
3239,26.2,26.2,26.2,26.2,26.2
3240,25.85,25.85,25.85,25.85,25.85
3241,21.91,21.91,21.91,21.91,21.91
3242,21.76,21.76,21.76,21.76,21.76
3243,21.82,21.82,21.82,21.82,21.82
3244,23.47,23.47,23.47,23.47,23.47
3245,19.13,19.13,19.13,19.13,19.13
3246,20.59,20.59,20.59,20.59,20.59
3247,20.04,20.04,20.04,20.04,20.04
3248,18.7,18.7,18.7,18.7,18.7
3249,23.76,23.76,23.76,23.76,23.76
3250,31.62,31.62,31.62,31.62,31.62
3251,43.07,43.07,43.07,43.07,43.07
3252,36.33,36.33,36.33,36.33,36.33
3253,32.19,32.19,32.19,32.19,32.19
3254,29.85,29.85,29.85,29.85,29.85
3255,30.3,30.3,30.3,30.3,30.3
3256,36.96,36.96,36.96,36.96,36.96
3257,52,52,52,52,52
3258,52,52,52,52,52
3259,45.53,45.53,45.53,45.53,45.53
3260,40.39,40.39,40.39,40.39,40.39
3261,37.05,37.05,37.05,37.05,37.05
3262,33.7,33.7,33.7,33.7,33.7
3263,26.76,26.76,26.76,26.76,26.76
3264,23.82,23.82,23.82,23.82,23.82
3265,21.88,21.88,21.88,21.88,21.88
3266,19.93,19.93,19.93,19.93,19.93
3267,18.59,18.59,18.59,18.59,18.59
3268,18.65,18.65,18.65,18.65,18.65
3269,23.51,23.51,23.51,23.51,23.51
3270,16.36,16.36,16.36,16.36,16.36
3271,16.82,16.82,16.82,16.82,16.82
3272,14.68,14.68,14.68,14.68,14.68
3273,11.85,11.85,11.85,11.85,11.85
3274,10.9,10.9,10.9,10.9,10.9
3275,10.65,10.65,10.65,10.65,10.65
3276,10.82,10.82,10.82,10.82,10.82
3277,10.05,10.05,10.05,10.05,10.05
3278,10.48,10.48,10.48,10.48,10.48
3279,9.25,9.25,9.25,9.25,9.25
3280,9.38,9.38,9.38,9.38,9.38
3281,7.95,7.95,7.95,7.95,7.95
3282,8.24,8.24,8.24,8.24,8.24
3283,9.41,9.41,9.41,9.41,9.41
3284,8.64,8.64,8.64,8.64,8.64
3285,7.61,7.61,7.61,7.61,7.61
3286,8,8,8,8,8
3287,7.85,7.85,7.85,7.85,7.85
3288,9.24,9.24,9.24,9.24,9.24
3289,8.91,8.91,8.91,8.91,8.91
3290,8.44,8.44,8.44,8.44,8.44
3291,8.07,8.07,8.07,8.07,8.07
3292,7.86,7.86,7.86,7.86,7.86
3293,7.57,7.57,7.57,7.57,7.57
3294,7.36,7.36,7.36,7.36,7.36
3295,9.33,9.33,9.33,9.33,9.33
3296,9.8,9.8,9.8,9.8,9.8
3297,7.37,7.37,7.37,7.37,7.37
3298,6.26,6.26,6.26,6.26,6.26
3299,6.19,6.19,6.19,6.19,6.19
3300,5.94,5.94,5.94,5.94,5.94
3301,5.59,5.59,5.59,5.59,5.59
3302,5.42,5.42,5.42,5.42,5.42
3303,5.75,5.75,5.75,5.75,5.75
3304,5.4,5.4,5.4,5.4,5.4
3305,5.2,5.2,5.2,5.2,5.2
3306,5.2,5.2,5.2,5.2,5.2
3307,5.2,5.2,5.2,5.2,5.2
3308,5.2,5.2,5.2,5.2,5.2
3309,5.2,5.2,5.2,5.2,5.2
3310,5.2,5.2,5.2,5.2,5.2
3311,5.2,5.2,5.2,5.2,5.2
3312,5.2,5.2,5.2,5.2,5.2
3313,5.2,5.2,5.2,5.2,5.2
3314,5.2,5.2,5.2,5.2,5.2
3315,5.2,5.2,5.2,5.2,5.2
3316,5.2,5.2,5.2,5.2,5.2
3317,5.2,5.2,5.2,5.2,5.2
3318,5.2,5.2,5.2,5.2,5.2
3319,5.2,5.2,5.2,5.2,5.2
3320,5.2,5.2,5.2,5.2,5.2
3321,5.2,5.2,5.2,5.2,5.2
3322,5.2,5.2,5.2,5.2,5.2
3323,5.2,5.2,5.2,5.2,5.2
3324,5.2,5.2,5.2,5.2,5.2
3325,5.2,5.2,5.2,5.2,5.2
3326,5.2,5.2,5.2,5.2,5.2
3327,5.87,5.87,5.87,5.87,5.87
3328,5.2,5.2,5.2,5.2,5.2
3329,5.2,5.2,5.2,5.2,5.2
3330,5.2,5.2,5.2,5.2,5.2
3331,5.2,5.2,5.2,5.2,5.2
3332,5.2,5.2,5.2,5.2,5.2
3333,5.2,5.2,5.2,5.2,5.2
3334,5.2,5.2,5.2,5.2,5.2
3335,5.2,5.2,5.2,5.2,5.2
3336,5.2,5.2,5.2,5.2,5.2
3337,5.2,5.2,5.2,5.2,5.2
3338,5.2,5.2,5.2,5.2,5.2
3339,5.2,5.2,5.2,5.2,5.2
3340,5.2,5.2,5.2,5.2,5.2
3341,5.2,5.2,5.2,5.2,5.2
3342,5.2,5.2,5.2,5.2,5.2
3343,5.2,5.2,5.2,5.2,5.2
3344,5.2,5.2,5.2,5.2,5.2
3345,5.2,5.2,5.2,5.2,5.2
3346,5.2,5.2,5.2,5.2,5.2
3347,5.2,5.2,5.2,5.2,5.2
3348,5.2,5.2,5.2,5.2,5.2
3349,5.2,5.2,5.2,5.2,5.2
3350,5.2,5.2,5.2,5.2,5.2
3351,5.2,5.2,5.2,5.2,5.2
3352,5.2,5.2,5.2,5.2,5.2
3353,5.2,5.2,5.2,5.2,5.2
3354,5.2,5.2,5.2,5.2,5.2
3355,5.2,5.2,5.2,5.2,5.2
3356,5.2,5.2,5.2,5.2,5.2
3357,5.2,5.2,5.2,5.2,5.2
3358,5.2,5.2,5.2,5.2,5.2
3359,5.2,5.2,5.2,5.2,5.2
3360,5.2,5.2,5.2,5.2,5.2
3361,5.2,5.2,5.2,5.2,5.2
3362,5.2,5.2,5.2,5.2,5.2
3363,5.2,5.2,5.2,5.2,5.2
3364,5.2,5.2,5.2,5.2,5.2
3365,5.2,5.2,5.2,5.2,5.2
3366,5.2,5.2,5.2,5.2,5.2
3367,5.2,5.2,5.2,5.2,5.2
3368,5.2,5.2,5.2,5.2,5.2
3369,5.2,5.2,5.2,5.2,5.2
3370,5.2,5.2,5.2,5.2,5.2
3371,5.2,5.2,5.2,5.2,5.2
3372,5.2,5.2,5.2,5.2,5.2
3373,5.2,5.2,5.2,5.2,5.2
3374,5.2,5.2,5.2,5.2,5.2
3375,5.2,5.2,5.2,5.2,5.2
3376,5.2,5.2,5.2,5.2,5.2
3377,5.2,5.2,5.2,5.2,5.2
3378,5.2,5.2,5.2,5.2,5.2
3379,5.2,5.2,5.2,5.2,5.2
3380,5.2,5.2,5.2,5.2,5.2
3381,5.2,5.2,5.2,5.2,5.2
3382,5.2,5.2,5.2,5.2,5.2
3383,5.2,5.2,5.2,5.2,5.2
3384,5.2,5.2,5.2,5.2,5.2
3385,5.2,5.2,5.2,5.2,5.2
3386,5.2,5.2,5.2,5.2,5.2
3387,5.2,5.2,5.2,5.2,5.2
3388,5.2,5.2,5.2,5.2,5.2
3389,5.2,5.2,5.2,5.2,5.2
3390,5.2,5.2,5.2,5.2,5.2
3391,5.2,5.2,5.2,5.2,5.2
3392,5.2,5.2,5.2,5.2,5.2
3393,5.2,5.2,5.2,5.2,5.2
3394,5.2,5.2,5.2,5.2,5.2
3395,5.2,5.2,5.2,5.2,5.2
3396,5.2,5.2,5.2,5.2,5.2
3397,5.2,5.2,5.2,5.2,5.2
3398,5.2,5.2,5.2,5.2,5.2
3399,5.2,5.2,5.2,5.2,5.2
3400,5.2,5.2,5.2,5.2,5.2
3401,5.2,5.2,5.2,5.2,5.2
3402,5.2,5.2,5.2,5.2,5.2
3403,5.2,5.2,5.2,5.2,5.2
3404,5.2,5.2,5.2,5.2,5.2
3405,5.2,5.2,5.2,5.2,5.2
3406,5.2,5.2,5.2,5.2,5.2
3407,5.2,5.2,5.2,5.2,5.2
3408,5.2,5.2,5.2,5.2,5.2
3409,5.2,5.2,5.2,5.2,5.2
3410,5.2,5.2,5.2,5.2,5.2
3411,5.2,5.2,5.2,5.2,5.2
3412,5.48,5.48,5.48,5.48,5.48
3413,14.6,14.6,14.6,14.6,14.6
3414,17.74,17.74,17.74,17.74,17.74
3415,17.52,17.52,17.52,17.52,17.52
3416,15.5,15.5,15.5,15.5,15.5
3417,15.88,15.88,15.88,15.88,15.88
3418,9.41,9.41,9.41,9.41,9.41
3419,7.45,7.45,7.45,7.45,7.45
3420,6.35,6.35,6.35,6.35,6.35
3421,8.79,8.79,8.79,8.79,8.79
3422,15.59,15.59,15.59,15.59,15.59
3423,30.97,30.97,30.97,30.97,30.97
3424,18.53,18.53,18.53,18.53,18.53
3425,14.02,14.02,14.02,14.02,14.02
3426,17.63,17.63,17.63,17.63,17.63
3427,22.78,22.78,22.78,22.78,22.78
3428,23.93,23.93,23.93,23.93,23.93
3429,11.77,11.77,11.77,11.77,11.77
3430,22.64,22.64,22.64,22.64,22.64
3431,52,52,52,52,52
3432,42.74,42.74,42.74,42.74,42.74
3433,37.9,37.9,37.9,37.9,37.9
3434,40.25,40.25,40.25,40.25,40.25
3435,43,43,43,43,43
3436,40.35,40.35,40.35,40.35,40.35
3437,32.7,32.7,32.7,32.7,32.7
3438,52,52,52,52,52
3439,52,52,52,52,52
3440,35.36,35.36,35.36,35.36,35.36
3441,38.91,38.91,38.91,38.91,38.91
3442,37.07,37.07,37.07,37.07,37.07
3443,37.22,37.22,37.22,37.22,37.22
3444,37.77,37.77,37.77,37.77,37.77
3445,39.52,39.52,39.52,39.52,39.52
3446,42.47,42.47,42.47,42.47,42.47
3447,36.63,36.63,36.63,36.63,36.63
3448,40.78,40.78,40.78,40.78,40.78
3449,41.13,41.13,41.13,41.13,41.13
3450,52,52,52,52,52
3451,52,52,52,52,52
3452,52,52,52,52,52
3453,52,52,52,52,52
3454,52,52,52,52,52
3455,52,52,52,52,52
3456,22.82,22.82,22.82,22.82,22.82
3457,26.62,26.62,26.62,26.62,26.62
3458,26.37,26.37,26.37,26.37,26.37
3459,26.17,26.17,26.17,26.17,26.17
3460,27.99,27.99,27.99,27.99,27.99
3461,30.6,30.6,30.6,30.6,30.6
3462,45.62,45.62,45.62,45.62,45.62
3463,45.63,45.63,45.63,45.63,45.63
3464,31.05,31.05,31.05,31.05,31.05
3465,28.06,28.06,28.06,28.06,28.06
3466,27.08,27.08,27.08,27.08,27.08
3467,28.09,28.09,28.09,28.09,28.09
3468,26.11,26.11,26.11,26.11,26.11
3469,27.73,27.73,27.73,27.73,27.73
3470,34.94,34.94,34.94,34.94,34.94
3471,33.16,33.16,33.16,33.16,33.16
3472,25.77,25.77,25.77,25.77,25.77
3473,21.99,21.99,21.99,21.99,21.99
3474,19,19,19,19,19
3475,18.62,18.62,18.62,18.62,18.62
3476,23.24,23.24,23.24,23.24,23.24
3477,20.05,20.05,20.05,20.05,20.05
3478,16.67,16.67,16.67,16.67,16.67
3479,19.48,19.48,19.48,19.48,19.48
3480,18.1,18.1,18.1,18.1,18.1
3481,14.31,14.31,14.31,14.31,14.31
3482,13.93,13.93,13.93,13.93,13.93
3483,12.04,12.04,12.04,12.04,12.04
3484,10.9,10.9,10.9,10.9,10.9
3485,10.05,10.05,10.05,10.05,10.05
3486,9.43,9.43,9.43,9.43,9.43
3487,8.82,8.82,8.82,8.82,8.82
3488,8.23,8.23,8.23,8.23,8.23
3489,11.68,11.68,11.68,11.68,11.68
3490,11.64,11.64,11.64,11.64,11.64
3491,10.17,10.17,10.17,10.17,10.17
3492,8.78,8.78,8.78,8.78,8.78
3493,8.08,8.08,8.08,8.08,8.08
3494,8.19,8.19,8.19,8.19,8.19
3495,8.06,8.06,8.06,8.06,8.06
3496,7.07,7.07,7.07,7.07,7.07
3497,6.37,6.37,6.37,6.37,6.37
3498,7.76,7.76,7.76,7.76,7.76
3499,7.29,7.29,7.29,7.29,7.29
3500,6.73,6.73,6.73,6.73,6.73
3501,6.12,6.12,6.12,6.12,6.12
3502,5.45,5.45,5.45,5.45,5.45
3503,5.2,5.2,5.2,5.2,5.2
3504,5.2,5.2,5.2,5.2,5.2
3505,5.55,5.55,5.55,5.55,5.55
3506,12.88,12.88,12.88,12.88,12.88
3507,15.52,15.52,15.52,15.52,15.52
3508,9.87,9.87,9.87,9.87,9.87
3509,12.76,12.76,12.76,12.76,12.76
3510,14.75,14.75,14.75,14.75,14.75
3511,10.17,10.17,10.17,10.17,10.17
3512,8.2,8.2,8.2,8.2,8.2
3513,13.35,13.35,13.35,13.35,13.35
3514,20.97,20.97,20.97,20.97,20.97
3515,13.14,13.14,13.14,13.14,13.14
3516,18.15,18.15,18.15,18.15,18.15
3517,26.52,26.52,26.52,26.52,26.52
3518,28.88,28.88,28.88,28.88,28.88
3519,30.45,30.45,30.45,30.45,30.45
3520,32.62,32.62,32.62,32.62,32.62
3521,31.79,31.79,31.79,31.79,31.79
3522,29.95,29.95,29.95,29.95,29.95
3523,27.32,27.32,27.32,27.32,27.32
3524,25.29,25.29,25.29,25.29,25.29
3525,25.06,25.06,25.06,25.06,25.06
3526,20.82,20.82,20.82,20.82,20.82
3527,19.59,19.59,19.59,19.59,19.59
3528,23.36,23.36,23.36,23.36,23.36
3529,24.73,24.73,24.73,24.73,24.73
3530,22.09,22.09,22.09,22.09,22.09
3531,21.26,21.26,21.26,21.26,21.26
3532,19.63,19.63,19.63,19.63,19.63
3533,18.4,18.4,18.4,18.4,18.4
3534,18.16,18.16,18.16,18.16,18.16
3535,30.53,30.53,30.53,30.53,30.53
3536,23.3,23.3,23.3,23.3,23.3
3537,19.47,19.47,19.47,19.47,19.47
3538,17.43,17.43,17.43,17.43,17.43
3539,19.2,19.2,19.2,19.2,19.2
3540,16.17,16.17,16.17,16.17,16.17
3541,18.93,18.93,18.93,18.93,18.93
3542,21.5,21.5,21.5,21.5,21.5
3543,18.47,18.47,18.47,18.47,18.47
3544,15.44,15.44,15.44,15.44,15.44
3545,14.6,14.6,14.6,14.6,14.6
3546,13.97,13.97,13.97,13.97,13.97
3547,15.51,15.51,15.51,15.51,15.51
3548,21.25,21.25,21.25,21.25,21.25
3549,20.59,20.59,20.59,20.59,20.59
3550,31.53,31.53,31.53,31.53,31.53
3551,23.26,23.26,23.26,23.26,23.26
3552,22.6,22.6,22.6,22.6,22.6
3553,20.34,20.34,20.34,20.34,20.34
3554,20.68,20.68,20.68,20.68,20.68
3555,21.82,21.82,21.82,21.82,21.82
3556,22.56,22.56,22.56,22.56,22.56
3557,18.5,18.5,18.5,18.5,18.5
3558,36.83,36.83,36.83,36.83,36.83
3559,40.77,40.77,40.77,40.77,40.77
3560,28.71,28.71,28.71,28.71,28.71
3561,23.45,23.45,23.45,23.45,23.45
3562,34.19,34.19,34.19,34.19,34.19
3563,29.13,29.13,29.13,29.13,29.13
3564,27.06,27.06,27.06,27.06,27.06
3565,37.6,37.6,37.6,37.6,37.6
3566,37.14,37.14,37.14,37.14,37.14
3567,38.08,38.08,38.08,38.08,38.08
3568,32.22,32.22,32.22,32.22,32.22
3569,27.76,27.76,27.76,27.76,27.76
3570,26.3,26.3,26.3,26.3,26.3
3571,30.63,30.63,30.63,30.63,30.63
3572,34.17,34.17,34.17,34.17,34.17
3573,30.31,30.31,30.31,30.31,30.31
3574,29.45,29.45,29.45,29.45,29.45
3575,24.59,24.59,24.59,24.59,24.59
3576,25.53,25.53,25.53,25.53,25.53
3577,24.18,24.18,24.18,24.18,24.18
3578,21.63,21.63,21.63,21.63,21.63
3579,22.88,22.88,22.88,22.88,22.88
3580,26.14,26.14,26.14,26.14,26.14
3581,36.79,36.79,36.79,36.79,36.79
3582,34.64,34.64,34.64,34.64,34.64
3583,29.09,29.09,29.09,29.09,29.09
3584,42.75,42.75,42.75,42.75,42.75
3585,45.6,45.6,45.6,45.6,45.6
3586,35.25,35.25,35.25,35.25,35.25
3587,31.91,31.91,31.91,31.91,31.91
3588,34.96,34.96,34.96,34.96,34.96
3589,34.61,34.61,34.61,34.61,34.61
3590,47.26,47.26,47.26,47.26,47.26
3591,45.52,45.52,45.52,45.52,45.52
3592,34.77,34.77,34.77,34.77,34.77
3593,33.02,33.02,33.02,33.02,33.02
3594,43.87,43.87,43.87,43.87,43.87
3595,52,52,52,52,52
3596,52,52,52,52,52
3597,52,52,52,52,52
3598,47.68,47.68,47.68,47.68,47.68
3599,46.74,46.74,46.74,46.74,46.74
3600,43.19,43.19,43.19,43.19,43.19
3601,37.44,37.44,37.44,37.44,37.44
3602,40.49,40.49,40.49,40.49,40.49
3603,46.55,46.55,46.55,46.55,46.55
3604,52,52,52,52,52
3605,43.45,43.45,43.45,43.45,43.45
3606,52,52,52,52,52
3607,39.16,39.16,39.16,39.16,39.16
3608,34.63,34.63,34.63,34.63,34.63
3609,30.09,30.09,30.09,30.09,30.09
3610,28.96,28.96,28.96,28.96,28.96
3611,27.03,27.03,27.03,27.03,27.03
3612,24.5,24.5,24.5,24.5,24.5
3613,26.57,26.57,26.57,26.57,26.57
3614,27.03,27.03,27.03,27.03,27.03
3615,35.5,35.5,35.5,35.5,35.5
3616,44.57,44.57,44.57,44.57,44.57
3617,45.24,45.24,45.24,45.24,45.24
3618,32.11,32.11,32.11,32.11,32.11
3619,34.38,34.38,34.38,34.38,34.38
3620,30.84,30.84,30.84,30.84,30.84
3621,27.51,27.51,27.51,27.51,27.51
3622,25.18,25.18,25.18,25.18,25.18
3623,23.05,23.05,23.05,23.05,23.05
3624,21.72,21.72,21.72,21.72,21.72
3625,19.58,19.58,19.58,19.58,19.58
3626,18.05,18.05,18.05,18.05,18.05
3627,16.92,16.92,16.92,16.92,16.92
3628,16.59,16.59,16.59,16.59,16.59
3629,15.66,15.66,15.66,15.66,15.66
3630,12.55,12.55,12.55,12.55,12.55
3631,12.19,12.19,12.19,12.19,12.19
3632,12.88,12.88,12.88,12.88,12.88
3633,13.57,13.57,13.57,13.57,13.57
3634,12.12,12.12,12.12,12.12,12.12
3635,10.99,10.99,10.99,10.99,10.99
3636,10.43,10.43,10.43,10.43,10.43
3637,9.96,9.96,9.96,9.96,9.96
3638,10.23,10.23,10.23,10.23,10.23
3639,9.19,9.19,9.19,9.19,9.19
3640,8.7,8.7,8.7,8.7,8.7
3641,8.75,8.75,8.75,8.75,8.75
3642,9.99,9.99,9.99,9.99,9.99
3643,13.42,13.42,13.42,13.42,13.42
3644,10.59,10.59,10.59,10.59,10.59
3645,9.91,9.91,9.91,9.91,9.91
3646,9.56,9.56,9.56,9.56,9.56
3647,10.01,10.01,10.01,10.01,10.01
3648,8.52,8.52,8.52,8.52,8.52
3649,9.92,9.92,9.92,9.92,9.92
3650,8.23,8.23,8.23,8.23,8.23
3651,7.6,7.6,7.6,7.6,7.6
3652,7.08,7.08,7.08,7.08,7.08
3653,6.65,6.65,6.65,6.65,6.65
3654,6.42,6.42,6.42,6.42,6.42
3655,6.16,6.16,6.16,6.16,6.16
3656,5.87,5.87,5.87,5.87,5.87
3657,5.52,5.52,5.52,5.52,5.52
3658,5.25,5.25,5.25,5.25,5.25
3659,5.2,5.2,5.2,5.2,5.2
3660,5.2,5.2,5.2,5.2,5.2
3661,5.2,5.2,5.2,5.2,5.2
3662,5.2,5.2,5.2,5.2,5.2
3663,5.2,5.2,5.2,5.2,5.2
3664,5.33,5.33,5.33,5.33,5.33
3665,5.91,5.91,5.91,5.91,5.91
3666,5.2,5.2,5.2,5.2,5.2
3667,5.2,5.2,5.2,5.2,5.2
3668,5.2,5.2,5.2,5.2,5.2
3669,5.2,5.2,5.2,5.2,5.2
3670,5.2,5.2,5.2,5.2,5.2
3671,5.2,5.2,5.2,5.2,5.2
3672,5.2,5.2,5.2,5.2,5.2
3673,5.2,5.2,5.2,5.2,5.2
3674,5.2,5.2,5.2,5.2,5.2
3675,5.2,5.2,5.2,5.2,5.2
3676,5.2,5.2,5.2,5.2,5.2
3677,5.2,5.2,5.2,5.2,5.2
3678,5.2,5.2,5.2,5.2,5.2
3679,5.2,5.2,5.2,5.2,5.2
3680,5.2,5.2,5.2,5.2,5.2
3681,5.2,5.2,5.2,5.2,5.2
3682,5.2,5.2,5.2,5.2,5.2
3683,5.2,5.2,5.2,5.2,5.2
3684,5.2,5.2,5.2,5.2,5.2
3685,5.2,5.2,5.2,5.2,5.2
3686,5.2,5.2,5.2,5.2,5.2
3687,5.2,5.2,5.2,5.2,5.2
3688,5.2,5.2,5.2,5.2,5.2
3689,5.2,5.2,5.2,5.2,5.2
3690,5.2,5.2,5.2,5.2,5.2
3691,5.2,5.2,5.2,5.2,5.2
3692,5.2,5.2,5.2,5.2,5.2
3693,5.2,5.2,5.2,5.2,5.2
3694,5.2,5.2,5.2,5.2,5.2
3695,5.2,5.2,5.2,5.2,5.2
3696,5.2,5.2,5.2,5.2,5.2
3697,5.2,5.2,5.2,5.2,5.2
3698,5.28,5.28,5.28,5.28,5.28
3699,5.2,5.2,5.2,5.2,5.2
3700,5.2,5.2,5.2,5.2,5.2
3701,5.2,5.2,5.2,5.2,5.2
3702,5.2,5.2,5.2,5.2,5.2
3703,5.2,5.2,5.2,5.2,5.2
3704,5.2,5.2,5.2,5.2,5.2
3705,5.2,5.2,5.2,5.2,5.2
3706,5.2,5.2,5.2,5.2,5.2
3707,5.2,5.2,5.2,5.2,5.2
3708,5.2,5.2,5.2,5.2,5.2
3709,7.52,7.52,7.52,7.52,7.52
3710,6.2,6.2,6.2,6.2,6.2
3711,5.74,5.74,5.74,5.74,5.74
3712,6.38,6.38,6.38,6.38,6.38
3713,5.2,5.2,5.2,5.2,5.2
3714,6.67,6.67,6.67,6.67,6.67
3715,5.2,5.2,5.2,5.2,5.2
3716,5.2,5.2,5.2,5.2,5.2
3717,5.31,5.31,5.31,5.31,5.31
3718,5.2,5.2,5.2,5.2,5.2
3719,5.2,5.2,5.2,5.2,5.2
3720,5.2,5.2,5.2,5.2,5.2
3721,5.2,5.2,5.2,5.2,5.2
3722,5.2,5.2,5.2,5.2,5.2
3723,5.2,5.2,5.2,5.2,5.2
3724,5.2,5.2,5.2,5.2,5.2
3725,5.2,5.2,5.2,5.2,5.2
3726,5.2,5.2,5.2,5.2,5.2
3727,5.2,5.2,5.2,5.2,5.2
3728,5.2,5.2,5.2,5.2,5.2
3729,5.2,5.2,5.2,5.2,5.2
3730,5.2,5.2,5.2,5.2,5.2
3731,5.2,5.2,5.2,5.2,5.2
3732,5.2,5.2,5.2,5.2,5.2
3733,5.2,5.2,5.2,5.2,5.2
3734,5.41,5.41,5.41,5.41,5.41
3735,5.2,5.2,5.2,5.2,5.2
3736,5.2,5.2,5.2,5.2,5.2
3737,5.2,5.2,5.2,5.2,5.2
3738,5.2,5.2,5.2,5.2,5.2
3739,5.2,5.2,5.2,5.2,5.2
3740,5.2,5.2,5.2,5.2,5.2
3741,5.2,5.2,5.2,5.2,5.2
3742,5.2,5.2,5.2,5.2,5.2
3743,5.2,5.2,5.2,5.2,5.2
3744,5.2,5.2,5.2,5.2,5.2
3745,5.59,5.59,5.59,5.59,5.59
3746,7.26,7.26,7.26,7.26,7.26
3747,8.24,8.24,8.24,8.24,8.24
3748,5.2,5.2,5.2,5.2,5.2
3749,5.2,5.2,5.2,5.2,5.2
3750,5.24,5.24,5.24,5.24,5.24
3751,5.2,5.2,5.2,5.2,5.2
3752,5.2,5.2,5.2,5.2,5.2
3753,5.64,5.64,5.64,5.64,5.64
3754,6.21,6.21,6.21,6.21,6.21
3755,6.09,6.09,6.09,6.09,6.09
3756,6.52,6.52,6.52,6.52,6.52
3757,6.92,6.92,6.92,6.92,6.92
3758,7.77,7.77,7.77,7.77,7.77
3759,10.74,10.74,10.74,10.74,10.74
3760,9.99,9.99,9.99,9.99,9.99
3761,6.78,6.78,6.78,6.78,6.78
3762,5.2,5.2,5.2,5.2,5.2
3763,5.2,5.2,5.2,5.2,5.2
3764,6.45,6.45,6.45,6.45,6.45
3765,5.2,5.2,5.2,5.2,5.2
3766,5.2,5.2,5.2,5.2,5.2
3767,5.2,5.2,5.2,5.2,5.2
3768,5.85,5.85,5.85,5.85,5.85
3769,10.81,10.81,10.81,10.81,10.81
3770,15.78,15.78,15.78,15.78,15.78
3771,20.75,20.75,20.75,20.75,20.75
3772,24.72,24.72,24.72,24.72,24.72
3773,27.89,27.89,27.89,27.89,27.89
3774,52,52,52,52,52
3775,52,52,52,52,52
3776,47.46,47.46,47.46,47.46,47.46
3777,34.63,34.63,34.63,34.63,34.63
3778,32.37,32.37,32.37,32.37,32.37
3779,32.47,32.47,32.47,32.47,32.47
3780,28.4,28.4,28.4,28.4,28.4
