$inflows,
JDAY 1.0= 1/1/2000 12am,
JDAY,QIN
4125,24.96
4126,27.12
4127,28.68
4128,44.94
4129,40.81
4130,33.57
4131,40.13
4132,31.69
4133,34.95
4134,30.91
4135,50.17
4136,43.73
4137,40.99
4138,44.06
4139,55.52
4140,45.98
4141,40.64
4142,51.2
4143,50.96
4144,85.62
4145,65.38
4146,48.14
4147,46.7
4148,36.37
4149,43.63
4150,64.69
4151,97.75
4152,139.51
4153,115.67
4154,97.59
4155,52.71
4156,85.14
4157,72.36
4158,56.68
4159,52.3
4160,70.23
4161,58.15
4162,81.07
4163,97.19
4164,96.31
4165,140.24
4166,132.36
4167,136.48
4168,115.1
4169,119.73
4170,185.35
4171,163.87
4172,162.99
4173,209.12
4174,175.24
4175,146.36
4176,120.48
4177,103.6
4178,92.63
4179,84.05
4180,78.07
4181,73.09
4182,83.42
4183,86.94
4184,114.46
4185,102.78
4186,90.9
4187,87.12
4188,95.55
4189,89.17
4190,99.99
4191,88.01
4192,119.83
4193,159.76
4194,298.68
4195,156.6
4196,124.52
4197,107.04
4198,120.36
4199,117.29
4200,118.21
4201,97.33
4202,95.65
4203,95.87
4204,90.89
4205,87.82
4206,89.54
4207,93.66
4208,74.78
4209,72.8
4210,124.42
4211,105.25
4212,134.27
4213,122.19
4214,168.11
4215,156.18
4216,133.25
4217,116.91
4218,95.28
4219,92.65
4220,86.32
4221,80.19
4222,76.25
4223,72.22
4224,79.09
4225,91.66
4226,103.33
4227,84.89
4228,77.16
4229,76.63
4230,87.6
4231,81.67
4232,87.24
4233,81.8
4234,119.47
4235,100.64
4236,77.01
4237,75.38
4238,74.14
4239,59.81
4240,63.18
4241,65.55
4242,69.92
4243,70.28
4244,112.15
4245,211.22
4246,181.24
4247,132.27
4248,183.29
4249,199.32
4250,180.34
4251,189.37
4252,210.39
4253,162.42
4254,148.44
4255,189.47
4256,151.49
4257,155.52
4258,147.54
4259,120.57
4260,131.59
4261,109.12
4262,154.64
4263,128.67
4264,117.69
4265,128.72
4266,122.74
4267,114.77
4268,99.59
4269,92.62
4270,86.34
4271,85.07
4272,84.99
4273,81.12
4274,86.64
4275,78.27
4276,112.99
4277,198.93
4278,145.87
4279,132.81
4280,121.74
4281,128.68
4282,146.62
4283,111.56
4284,111.5
4285,109.64
4286,209.38
4287,159.32
4288,118.25
4289,119.19
4290,115.13
4291,204.07
4292,165.01
4293,178.95
4294,170.89
4295,132.82
4296,138.76
4297,137.7
4298,190.64
4299,184.58
4300,171.52
4301,182.46
4302,304.4
4303,379.33
4304,340.27
4305,326.21
4306,369.15
4307,290.06
4308,307.97
4309,364.88
4310,307.79
4311,281.7
4312,308.61
4313,325.52
4314,279.42
4315,252.33
4316,230.24
4317,211.15
4318,196.06
4319,197.97
4320,184.88
4321,211.79
4322,183.7
4323,164.61
4324,144.82
4325,167.43
4326,154.34
4327,152.25
4328,142.16
4329,193.07
4330,176.97
4331,146.88
4332,170.79
4333,155.7
4334,135.61
4335,127.52
4336,113.43
4337,107.34
4338,129.23
4339,125.12
4340,158
4341,117.89
4342,105.28
4343,106.67
4344,108.55
4345,147.44
4346,126.33
4347,128.22
4348,120.1
4349,112.99
4350,133.88
4351,115.77
4352,108.65
4353,104.54
4354,109.43
4355,95.92
4356,87.11
4357,83.69
4358,79.28
4359,73.77
4360,73.26
4361,71.04
4362,70.53
4363,81.82
4364,84.71
4365,79.29
4366,121.08
4367,134.97
4368,102.63
4369,86.68
4370,102.84
4371,93.69
4372,83.45
4373,73.3
4374,68.86
4375,66.01
4376,64.27
4377,61.82
4378,58.78
4379,58.44
4380,56.09
4381,55.75
4382,52.2
4383,50.66
4384,49.51
4385,48.07
4386,46.62
4387,45.38
4388,45.54
4389,50.19
4390,46.75
4391,43.5
4392,42.16
4393,41.21
4394,40.57
4395,39.72
4396,38.08
4397,37.43
4398,37.29
4399,36.48
4400,35.46
4401,34.85
4402,34.13
4403,33.72
4404,33.3
4405,32.79
4406,32.07
4407,31.76
4408,31.54
4409,31.13
4410,31.12
4411,30.5
4412,29.99
4413,29.87
4414,29.36
4415,28.74
4416,28.33
4417,28.01
4418,28.1
4419,28.19
4420,30.77
4421,27.66
4422,27.24
4423,27.53
4424,27.21
4425,27.1
4426,26.98
4427,26.67
4428,26.45
4429,26.04
4430,25.93
4431,25.83
4432,25.92
4433,26.72
4434,25.61
4435,25.21
4436,25.1
4437,25.1
4438,24.99
4439,24.89
4440,24.98
4441,22.98
4442,21.87
4443,21.77
4444,21.46
4445,21.26
4446,21.15
4447,22.25
4448,22.64
4449,21.44
4450,21.53
4451,21.13
4452,21.42
4453,21.42
4454,21.21
4455,21.11
4456,21.7
4457,20.9
4458,20.19
4459,19.87
4460,19.26
4461,20.54
4462,26.73
4463,25.51
4464,22.89
4465,25.28
4466,24.96
4467,22.34
4468,22.63
4469,26.01
4470,24.7
4471,25.18
4472,25.16
4473,25.55
4474,25.13
4475,28.72
4476,33.5
4477,36.58
4478,47.07
4479,39.95
4480,36.24
4481,51.62
4482,57.8
4483,46.89
4484,40.67
4485,48.65
4486,38.84
4487,37.22
4488,43.31
4489,44.59
4490,47.58
4491,60.37
4492,61.75
4493,53.64
4494,69.53
4495,62.72
4496,57.01
4497,61.4
4498,64.18
4499,59.67
4500,70.36
4501,60.75
4502,52.24
4503,49.43
4504,68.41
4505,77.7
4506,61.39
4507,60.28
4508,58.47
4509,74.56
4510,100.64
4511,114.33
4512,129.32
4513,116.31
4514,99.3
4515,120.29
4516,108.27
4517,115.26
4518,110.25
4519,119.24
4520,117.21
4521,92.49
4522,92.26
4523,122.14
4524,116.11
4525,102.79
4526,100.36
4527,92.63
4528,97.71
4529,91.28
4530,84.26
4531,73.33
4532,91.61
4533,77.48
4534,82.05
4535,81.13
4536,84
4537,80.68
4538,75.15
4539,70.73
4540,74
4541,72.27
4542,65.95
4543,65.62
4544,62.5
4545,57.37
4546,54.55
4547,54.92
4548,59.29
4549,67.77
4550,58.14
4551,68.74
4552,78.74
4553,81.05
4554,63.15
4555,58.85
4556,60.35
4557,65.15
4558,60.15
4559,58.25
4560,78.25
4561,76.35
4562,67.35
4563,61.65
4564,75.35
4565,77.15
4566,74.25
4567,62.65
4568,58.55
4569,60.65
4570,69.36
4571,77.06
4572,82.76
4573,79.96
4574,77.56
4575,71.46
4576,68.26
4577,64.36
4578,60.16
4579,76.06
4580,71.96
4581,61.2
4582,64.84
4583,68.58
4584,57.02
4585,55.46
4586,61.99
4587,80.13
4588,74.37
4589,60.81
4590,57.45
4591,53.29
4592,54.63
4593,68.87
4594,74.91
4595,69.25
4596,58.68
4597,57.62
4598,57.16
4599,61.8
4600,58.14
4601,59.68
4602,61.82
4603,76.26
4604,99
4605,94.33
4606,101.87
4607,109.51
4608,98.75
4609,113.59
4610,129.63
4611,162.67
4612,138.68
4613,163.69
4614,129.7
4615,120.71
4616,103.32
4617,93.73
4618,133.74
4619,113.75
4620,118.76
4621,111.77
4622,108.78
4623,100.39
4624,88.4
4625,100.61
4626,112.82
4627,95.13
4628,82.24
4629,103.05
4630,142.86
4631,146.87
4632,155.88
4633,120.89
4634,121.9
4635,158.91
4636,160.92
4637,133.93
4638,117.94
4639,102.35
4640,105.97
4641,104.98
4642,112.99
4643,118.07
4644,101.56
4645,93.64
4646,96.93
4647,89.81
4648,124.5
4649,98.78
4650,104.66
4651,123.75
4652,112.83
4653,98.92
4654,120
4655,108.09
4656,123.17
4657,112.26
4658,105.24
4659,91.13
4660,83.51
4661,96.2
4662,105.68
4663,104.67
4664,120.85
4665,122.94
4666,114.02
4667,98.41
4668,97.39
4669,86.98
4670,87.56
4671,133.45
4672,126.53
4673,136.43
4674,376.34
4675,270.24
4676,208.14
4677,162.04
4678,237.94
4679,204.84
4680,324.74
4681,248.64
4682,259.54
4683,200.44
4684,191.34
4685,179.24
4686,203.14
4687,175.04
4688,200.94
4689,181.85
4690,169.75
4691,153.65
4692,142.55
4693,133.45
4694,161.35
4695,187.25
4696,157.15
4697,140.05
4698,125.95
4699,120.85
4700,119.75
4701,117.65
4702,113.55
4703,122.45
4704,107.41
4705,130.36
4706,112.31
4707,100.76
4708,107.21
4709,140.16
4710,134.11
4711,122.06
4712,118.01
4713,106.96
4714,120.91
4715,100.36
4716,91.31
4717,83.16
4718,77.71
4719,81.16
4720,85.81
4721,89.17
4722,87.72
4723,89.07
4724,83.62
4725,78.87
4726,75.92
4727,70.27
4728,66.72
4729,64.67
4730,63.72
4731,61.27
4732,63.22
4733,62.17
4734,68.55
4735,71.44
4736,67.72
4737,58.5
4738,55.68
4739,58.16
4740,57.24
4741,52.13
4742,52.81
4743,59.89
4744,53.07
4745,48.65
4746,47.34
4747,46.72
4748,44.7
4749,44.98
4750,43.16
4751,42.64
4752,44.03
4753,42.21
4754,39.19
4755,38.07
4756,37.05
4757,36.34
4758,35.62
4759,34.5
4760,33.98
4761,33.36
4762,33.04
4763,34.13
4764,39.21
4765,37.8
4766,39.19
4767,34.48
4768,31.97
4769,30.97
4770,29.96
4771,28.95
4772,29.64
4773,34.13
4774,40.23
4775,35.72
4776,30.41
4777,28.8
4778,27.79
4779,27.18
4780,25.78
4781,25.47
4782,24.86
4783,24.85
4784,27.14
4785,26.83
4786,24.43
4787,23.32
4788,22.71
4789,22.6
4790,21.69
4791,21.79
4792,21.18
4793,21.17
4794,22.56
4795,20.75
4796,21.95
4797,22.75
4798,20.05
4799,18.84
4800,18.84
4801,18.84
4802,18.74
4803,18.83
4804,18.63
4805,22.13
4806,22.53
4807,19.02
4808,17.92
4809,31.82
4810,34.82
4811,23.61
4812,21.21
4813,19.51
4814,19.41
4815,19.3
4816,18.2
4817,17.9
4818,17.2
4819,17.49
4820,18.99
4821,16.89
4822,16.99
4823,17.18
4824,17.89
4825,17.5
4826,16.41
4827,15.21
4828,15.22
4829,16.53
4830,18.94
4831,15.74
4832,14.65
4833,15.06
4834,14.17
4835,13.57
4836,14.58
4837,15.49
4838,15.8
4839,15.7
4840,19.81
4841,31.82
4842,25.33
4843,30.53
4844,26.44
4845,21.85
4846,18.26
4847,17.36
4848,16.97
4849,17.58
4850,17.29
4851,16.79
4852,16.2
4853,17.81
4854,21.42
4855,17.26
4856,22.4
4857,28.04
4858,45.68
4859,73.32
4860,62.36
4861,50.2
4862,41.94
4863,35.18
4864,40.62
4865,40.76
4866,32.9
4867,34.74
4868,79.98
4869,77.32
4870,91.36
4871,81.3
4872,65.74
4873,54.18
4874,61.42
4875,53.76
4876,45.2
4877,39.55
4878,42.69
4879,57.23
4880,87.57
4881,84.41
4882,68.85
4883,60.59
4884,55.73
4885,63.44
4886,55.35
4887,54.47
4888,63.68
4889,72.59
4890,91.31
4891,112.62
4892,121.63
4893,119.65
4894,99.76
4895,84.77
4896,83.79
4897,113.7
4898,124.71
4899,133.73
4900,128.74
4901,115.75
4902,105.77
4903,95.08
4904,95.89
4905,105.81
4906,118.82
4907,107.83
4908,86.65
4909,83.36
4910,112.87
4911,107.89
4912,87.2
4913,83.21
4914,101.43
4915,116.94
4916,92.43
4917,95.22
4918,88.71
4919,119.9
4920,97.7
4921,91.59
4922,86.88
4923,85.57
4924,109.86
4925,106.85
4926,88.84
4927,82.23
4928,124.82
4929,126.82
4930,143.81
4931,116.8
4932,105.79
4933,99.68
4934,110.77
4935,114.76
4936,101.95
4937,90.74
4938,84.14
4939,77.23
4940,93.32
4941,106.71
4942,78.1
4943,72.79
4944,68.78
4945,67.47
4946,63.31
4947,75.54
4948,86.47
4949,94.5
4950,70.24
4951,95.27
4952,113.9
4953,82.44
4954,75.57
4955,72.7
4956,67.43
4957,65.77
4958,95.5
4959,78.63
4960,68.36
4961,65.9
4962,79.03
4963,110.26
4964,89.49
4965,90.53
4966,77.86
4967,68.89
4968,69.23
4969,114.46
4970,112.49
4971,103.52
4972,104.06
4973,148.69
4974,122.02
4975,106.85
4976,119.69
4977,159.73
4978,151.77
4979,124.82
4980,113.86
4981,119.9
4982,141.95
4983,154.99
4984,163.03
4985,155.08
4986,134.12
4987,121.17
4988,161.21
4989,159.25
4990,133.3
4991,121.34
4992,140.38
4993,127.43
4994,129.47
4995,132.51
4996,127.56
4997,127.6
4998,142.64
4999,126.69
5000,120.73
5001,119.77
5002,139.82
5003,146.86
5004,125.91
5005,123.95
5006,127.99
5007,117.04
5008,167.04
5009,176.05
5010,234.06
5011,193.06
5012,157.07
5013,155.08
5014,169.08
5015,139.09
5016,125.1
5017,136.1
5018,133.11
5019,120.12
5020,164.12
5021,194.13
5022,195.14
5023,200.14
5024,185.15
5025,168.16
5026,160.16
5027,154.17
5028,167.18
5029,149.18
5030,139.19
5031,134.2
5032,133.2
5033,132.21
5034,136.22
5035,143.22
5036,121.23
5037,130.24
5038,197.19
5039,145.14
5040,139.09
5041,145.04
5042,193
5043,175.95
5044,172.9
5045,152.85
5046,141.8
5047,146.76
5048,174.71
5049,161.66
5050,153.61
5051,135.57
5052,132.52
5053,164.47
5054,189.42
5055,148.37
5056,136.33
5057,146.28
5058,130.23
5059,122.18
5060,121.13
5061,144.09
5062,160.04
5063,158.99
5064,142.94
5065,131.89
5066,150.85
5067,140.8
5068,122.75
5069,111.68
5070,105.62
5071,109.55
5072,125.49
5073,97.52
5074,89.55
5075,84.19
5076,81.02
5077,90.45
5078,92.29
5079,86.22
5080,94.25
5081,84.89
5082,77.62
5083,74.05
5084,72.29
5085,68.72
5086,69.25
5087,66.49
5088,62.92
5089,61.16
5090,61.19
5091,58.92
5092,66.36
5093,62.09
5094,53.22
5095,51.96
5096,49.99
5097,61.72
5098,63.56
5099,53.24
5100,48.83
5101,47.72
5102,46.11
5103,44.59
5104,42.28
5105,41.77
5106,40.56
5107,38.94
5108,38.23
5109,39.82
5110,41.31
5111,36.09
5112,35.08
5113,34.57
5114,35.16
5115,38.44
5116,44.93
5117,40.12
5118,36.51
5119,41.69
5120,49.28
5121,51.17
5122,46.86
5123,41.24
5124,41.93
5125,37.92
5126,38.61
5127,34.79
5128,32.98
5129,31.37
5130,31.26
5131,29.85
5132,29.04
5133,28.23
5134,26.82
5135,28.91
5136,29.31
5137,25.4
5138,24.59
5139,24.18
5140,23.57
5141,23.36
5142,22.65
5143,22.04
5144,21.93
5145,21.52
5146,21.02
5147,20.81
5148,20.8
5149,24.19
5150,20.68
5151,20.17
5152,19.16
5153,18.65
5154,19.24
5155,18.03
5156,17.63
5157,17.32
5158,17.91
5159,17.1
5160,19.09
5161,17.39
5162,17.29
5163,16.2
5164,15.7
5165,15.4
5166,15.11
5167,14.01
5168,15.01
5169,15.01
5170,14.02
5171,13.52
5172,13.52
5173,24.92
5174,34.33
5175,20.43
5176,16.33
5177,15.54
5178,14.74
5179,17.04
5180,19.54
5181,19.35
5182,15.85
5183,15.45
5184,14.85
5185,14.86
5186,13.76
5187,13.76
5188,12.57
5189,13.47
5190,15.07
5191,18.87
5192,12.48
5193,12.08
5194,11.78
5195,11.59
5196,11.29
5197,12.49
5198,16.89
5199,12.4
5200,11.4
5201,11
5202,10.91
5203,10.71
5204,10.61
5205,10.21
5206,10.02
5207,9.92
5208,10.02
5209,11.13
5210,11.03
5211,11.53
5212,14.83
5213,11.74
5214,10.44
5215,10.44
5216,18.64
5217,16.75
5218,25.35
5219,20.55
5220,23.94
5221,17.42
5222,26.7
5223,24.18
5224,16.97
5225,44.15
5226,38.03
5227,46.81
5228,36.7
5229,49.28
5230,57.06
5231,44.44
5232,55.93
5233,41.21
5234,40.79
5235,45.77
5236,81.16
5237,71.84
5238,81.12
5239,79.4
5240,127.39
5241,140.47
5242,166.75
5243,149.63
5244,148.22
5245,204.2
5246,149.48
5247,157.46
5248,140.75
5249,161.73
5250,131.73
5251,110.73
5252,103.73
5253,104.74
5254,116.74
5255,112.74
5256,93.94
5257,97.64
5258,114.74
5259,104.75
5260,91.85
5261,89.65
5262,109.75
5263,134.75
5264,130.75
5265,139.76
5266,153.76
5267,136.76
5268,117.76
5269,119.76
5270,115.76
5271,141.77
5272,158.77
5273,148.77
5274,153.77
5275,126.77
5276,109.77
5277,105.78
5278,122.78
5279,150.78
5280,123.78
5281,118.7
5282,110.62
5283,99.84
5284,108.46
5285,117.38
5286,105.3
5287,96.92
5288,112.14
5289,128.06
5290,105.98
5291,96.5
5292,95.82
5293,87.84
5294,78.26
5295,74.68
5296,96.5
5297,83.62
5298,84.74
5299,78.36
5300,70.88
5301,73.4
5302,70.92
5303,63.44
5304,62.16
5305,61.78
5306,60.2
5307,57.82
5308,61.84
5309,64.06
5310,61.28
5311,52.7
5312,50.02
5313,49.75
5314,46.97
5315,47.49
5316,45.91
5317,45.73
5318,47.26
5319,45.28
5320,43.3
5321,49.62
5322,49.94
5323,42.47
5324,43.29
5325,45.81
5326,41.43
5327,42.05
5328,38.97
5329,44.5
5330,57.12
5331,62.04
5332,43.66
5333,42.58
5334,50.61
5335,62.63
5336,81.65
5337,86.07
5338,101.19
5339,126.02
5340,93.74
5341,77.86
5342,84.18
5343,72.11
5344,69.93
5345,62.86
5346,89.98
5347,99.81
5348,114.93
5349,109.05
5350,102.08
5351,116.3
5352,122.43
5353,131.55
5354,164.67
5355,190.8
5356,150.92
5357,123.05
5358,118.17
5359,134.3
5360,117.42
5361,111.54
5362,104.67
5363,132.79
5364,130.92
5365,138.04
5366,111.16
5367,126.29
5368,178.41
5369,158.54
5370,188.66
5371,189.79
5372,172.91
5373,154.03
5374,176.14
5375,213.26
5376,253.38
5377,239.49
5378,218.61
5379,199.72
5380,212.84
5381,201.96
5382,212.07
5383,213.19
5384,185.31
5385,184.42
5386,182.54
5387,179.65
5388,164.77
5389,148.89
5390,145
5391,144.12
5392,136.24
5393,161.35
5394,220.47
5395,266.59
5396,167.7
5397,159.82
5398,137.93
5399,169.05
5400,209.17
5401,184.28
5402,164.5
5403,157.51
5404,169.31
5405,210.82
5406,196.83
5407,204.73
5408,199.64
5409,164.85
5410,149.95
5411,143.86
5412,147.77
5413,153.57
5414,163.38
5415,151.49
5416,152.29
5417,170.1
5418,243.31
5419,216.42
5420,198.52
5421,172.63
5422,151.74
5423,142.64
5424,130.75
5425,187.66
5426,172.16
5427,251.37
5428,256.28
5429,206.58
5430,171.79
5431,155.9
5432,138
5433,125.71
5434,125.78
5435,120.55
5436,144.42
5437,128.98
5438,117.75
5439,116.62
5440,105.69
5441,98.86
5442,94.83
5443,110.5
5444,96.07
5445,89.83
5446,85.6
5447,82.37
5448,79.74
5449,78.91
5450,87.28
5451,97.85
5452,83.11
5453,80.68
5454,66.95
5455,69.52
5456,68.59
5457,68.06
5458,83.43
5459,77.5
5460,73.76
5461,78.73
5462,106.2
5463,84.97
5464,79.34
5465,80.71
5466,74.07
5467,69.94
5468,67.51
5469,65.58
5470,63.95
5471,61.91
5472,60.38
5473,58.95
5474,57.82
5475,56.99
5476,55.85
5477,54.52
5478,53.59
5479,52.96
5480,52.03
5481,51.2
5482,50.36
5483,49.63
5484,48.9
5485,48.67
5486,47.94
5487,47.3
5488,47.07
5489,46.34
5490,45.71
5491,45.08
5492,44.64
5493,45.11
5494,44.38
5495,55.67
5496,52.37
5497,42.26
5498,40.76
5499,40.15
5500,40.75
5501,41.54
5502,42.23
5503,41.83
5504,40.72
5505,40.22
5506,39.51
5507,40.6
5508,41.4
5509,40.59
5510,40.59
5511,40.48
5512,40.58
5513,40.27
5514,38.16
5515,41.76
5516,44.75
5517,53.25
5518,50.54
5519,60.63
5520,67.03
5521,57.82
5522,49.92
5523,46.31
5524,44.71
5525,43.6
5526,44.09
5527,42.38
5528,41.87
5529,41.96
5530,41.55
5531,41.64
5532,40.93
5533,41.22
5534,40.11
5535,39.7
5536,39.79
5537,40.18
5538,41.97
5539,40.36
5540,40.35
5541,34.44
5542,34.23
5543,34.12
5544,33.81
5545,33.7
5546,33.69
5547,33.58
5548,33.37
5549,33.76
5550,33.65
5551,33.54
5552,33.53
5553,34.42
5554,35.51
5555,36.1
5556,34.19
5557,34.49
5558,40.58
5559,37.27
5560,39.26
5561,45.75
5562,38.74
5563,39.04
5564,36.23
5565,34.12
5566,33.71
5567,37.2
5568,36.49
5569,35.59
5570,47.38
5571,38.97
5572,36.46
5573,35.05
5574,34.94
5575,33.94
5576,33.33
5577,33.02
5578,32.81
5579,32.8
5580,37.89
5581,16.99
5582,14.78
5583,13.97
5584,15.16
5585,15.18
5586,19.79
5587,18.01
5588,39.73
5589,33.35
5590,42.86
5591,35.88
5592,34.9
5593,34.82
5594,45.13
5595,33.65
5596,34.97
5597,35.99
5598,40.9
5599,52.32
5600,50.24
5601,47.85
5602,45.27
5603,45.49
5604,48.51
5605,49.12
5606,61.84
5607,56.76
5608,65.68
5609,45.09
5610,43.11
5611,39.43
5612,33.55
5613,30.86
5614,31.38
5615,38.8
5616,42.41
5617,43.03
5618,49.15
5619,59.76
5620,63.58
5621,51
5622,38.81
5623,38.13
5624,39.64
5625,38.36
5626,50.08
5627,43.19
5628,51.31
5629,62.03
5630,59.34
5631,74.76
5632,50.58
5633,84.29
5634,94.21
5635,68.93
5636,61.34
5637,59.46
5638,72.47
5639,66.39
5640,124.81
5641,123.82
5642,95.04
5643,77.76
5644,70.27
5645,62.69
5646,61.17
5647,54.65
5648,47.43
5649,43.2
5650,43.68
5651,45.06
5652,46.54
5653,39.22
5654,36
5655,32.88
5656,31.06
5657,31.83
5658,34.61
5659,40.49
5660,32.87
5661,28.65
5662,26.93
5663,26.51
5664,27.18
5665,31.16
5666,28.34
5667,35.42
5668,50.8
5669,53.88
5670,57.36
5671,71.54
5672,58.61
5673,58.29
5674,58.07
5675,66.25
5676,53.63
5677,47.91
5678,48.7
5679,61.38
5680,75.06
5681,59.24
5682,54.53
5683,53.41
5684,46.59
5685,42.97
5686,40.35
5687,38.24
5688,39.22
5689,56.7
5690,64.08
5691,54.77
5692,57.75
5693,52.03
5694,44.11
5695,40.7
5696,38.28
5697,41.26
5698,49.14
5699,78.52
5700,78.31
5701,73.79
5702,98.37
5703,72.35
5704,64.64
5705,57.92
5706,54.1
5707,51.25
5708,48.59
5709,43.84
5710,44.48
5711,45.48
5712,47.06
5713,44.69
5714,46.76
5715,43.64
5716,44.86
5717,45.19
5718,44.1
5719,42.22
5720,70.08
5721,63.01
5722,57.72
5723,53.89
5724,56.75
5725,76
5726,83.86
5727,75.02
5728,65.11
5729,58.4
5730,58.44
5731,57.78
5732,70.98
5733,89.16
5734,86.72
5735,72.9
5736,68.68
5737,59.12
5738,57.41
5739,60.32
5740,59.67
5741,64.01
5742,68.7
5743,82.28
5744,80.21
5745,82.05
5746,111.28
5747,104.23
5748,126.35
5749,102.23
5750,113.32
5751,97.39
5752,129.81
5753,113.52
5754,101.14
5755,95.16
5756,83.49
5757,77.52
5758,70.83
5759,95.78
5760,154.88
5761,106.23
5762,89.23
5763,85.03
5764,97.89
5765,103.65
5766,121.14
5767,143.61
5768,142.22
5769,137.62
5770,94.04
5771,109.51
5772,131.07
5773,121.65
5774,120.6
5775,117.03
5776,139.26
5777,162.51
5778,143.36
5779,102.76
5780,95.61
5781,93.28
5782,99.63
5783,99.8
5784,81.65
5785,78.19
5786,77
5787,82.93
5788,108.18
5789,210.76
5790,153.79
5791,138.81
5792,121.84
5793,142.87
5794,139.9
5795,135.93
5796,123.96
5797,126.99
5798,183.02
5799,224.9
5800,326.79
5801,259.67
5802,187.55
5803,188.43
5804,194.32
5805,166.2
5806,150.08
5807,134.97
5808,118.85
5809,111.73
5810,114.62
5811,104.5
5812,93.58
5813,86.17
5814,78.35
5815,74.53
5816,73.91
5817,67.9
5818,63.98
5819,62.16
5820,60.25
5821,75.63
5822,64.21
5823,50.75
5824,49.86
5825,48.44
5826,55.64
5827,64.14
5828,54.22
5829,50.95
5830,50.64
5831,50.03
5832,50.78
5833,51.31
5834,47.26
5835,46.57
5836,48.2
5837,48.2
5838,44.49
5839,43.32
5840,42.77
5841,43.05
5842,43.35
5843,42.49
5844,41.72
