$spokane temperature and wind data data -2000,,,,,,
cloud cover based on odessa short wave solar data,,,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD,
178.206,12.2,7.2,2.57,1.57,2.44,
178.247,13.9,7.2,3.6,1.05,2.44,
178.289,16.7,7.8,2.57,0.87,2.44,
178.331,18.3,8.3,3.6,0.7,2.44,
178.372,20.6,7.8,2.57,1.05,2.44,
178.414,22.8,7.2,3.6,0.7,2.44,
178.456,25,7.8,3.6,0.35,2.44,
178.497,25.6,5,3.6,0.7,2.44,
178.539,27.2,5,4.63,1.22,2.44,
178.581,27.8,5,4.63,0.87,2.44,
178.622,27.2,5.6,3.09,0,2.44,
178.664,27.2,5,2.57,0.17,2.44,
178.706,27.2,3.9,4.12,0.87,2.44,
178.747,26.7,3.9,3.6,0.35,2.44,
178.789,25,5,3.09,6.28,2.44,
178.831,21.7,5,2.06,6.11,2.44,
178.872,22.2,4.4,2.57,0.7,2.44,
178.914,19.4,5.6,0,0,2.44,
178.956,18.9,5.6,2.57,0.87,2.44,
178.997,18.9,6.7,1.54,1.05,2.44,
179.039,18.3,6.7,5.15,0.87,2.05,
179.081,16.1,6.7,2.57,0.35,2.05,
179.122,16.7,6.7,3.09,0.87,2.05,
179.164,16.1,6.7,2.57,1.22,2.05,
179.206,16.1,7.2,2.57,1.05,2.05,
179.247,17.2,7.8,3.09,0.87,2.05,
179.289,18.9,8.3,3.6,0.87,2.05,
179.331,20.6,7.8,3.6,1.05,2.05,
179.372,22.8,8.3,3.6,0.87,2.05,
179.414,24.4,7.2,3.09,0,2.05,
179.456,26.1,7.8,3.6,1.05,2.05,
179.497,26.7,6.1,0,0,2.05,
179.539,27.8,6.7,2.57,5.76,2.05,
179.581,28.9,7.2,4.63,0.52,2.05,
179.622,29.4,6.7,4.63,5.93,2.05,
179.664,28.3,4.4,2.57,0,2.05,
179.706,28.3,5,2.06,0,2.05,
179.747,27.8,5,0,0,2.05,
179.789,26.1,6.7,0,0,2.05,
179.831,23.3,7.2,2.06,4.01,2.05,
179.872,20.6,8.3,1.54,4.01,2.05,
179.914,18.3,7.8,1.54,3.49,2.05,
179.956,18.3,7.2,0,0,2.05,
179.997,17.2,7.8,0,0,2.05,
180.039,16.7,7.2,0,0,5.5,
180.081,16.1,7.8,2.57,2.09,5.5,
180.122,15.6,7.8,2.06,1.57,5.5,
180.164,13.9,7.8,1.54,0.17,5.5,
180.206,15,8.9,2.06,0,5.5,
180.247,17.2,8.9,5.66,0.87,5.5,
180.289,18.3,9.4,3.09,0.87,5.5,
180.331,21.1,10,3.09,0.87,5.5,
180.372,23.9,10,1.54,0,5.5,
180.414,26.1,10,1.54,0,5.5,
180.456,28.3,8.9,3.6,5.59,5.5,
180.497,29.4,5,2.57,0,5.5,
180.539,30,5,3.6,5.93,5.5,
180.581,25.6,9.4,13.38,4.71,5.5,
180.622,29.4,5,2.06,0,5.5,
180.664,28.9,5.6,3.09,4.89,5.5,
180.706,28.9,6.1,2.57,4.19,5.5,
180.747,27.8,5.6,2.57,4.01,5.5,
180.789,27.2,7.2,1.54,2.62,5.5,
180.831,23.9,8.9,5.15,1.4,5.5,
180.872,21.7,8.3,3.09,1.05,5.5,
180.914,21.1,8.3,3.6,1.4,5.5,
180.956,20,8.3,3.6,1.05,5.5,
180.997,18.9,8.3,3.09,1.05,5.5,
181.039,16.7,10,4.12,0.87,3.83,
181.081,16.1,9.4,3.6,1.22,3.83,
181.122,15.6,9.4,4.12,0.7,3.83,
181.164,13.9,9.4,2.57,0.87,3.83,
181.206,15,10,1.54,1.57,3.83,
181.247,16.1,10,3.09,2.09,3.83,
181.289,17.8,10,2.57,2.44,3.83,
181.331,20,9.4,2.57,3.84,3.83,
181.372,21.7,10,2.57,2.79,3.83,
181.414,22.2,8.3,3.6,3.32,3.83,
181.456,23.3,7.8,4.12,3.67,3.83,
181.497,23.9,8.3,3.6,3.14,3.83,
181.539,25.6,8.9,3.09,4.01,3.83,
181.581,27.2,8.9,4.12,3.32,3.83,
181.622,27.2,8.3,1.54,0,3.83,
181.664,27.2,7.8,2.57,0,3.83,
181.706,27.8,5.6,2.06,4.19,3.83,
181.747,27.2,2.2,3.6,4.01,3.83,
181.789,24.4,5,2.57,4.54,3.83,
181.831,21.1,5.6,2.06,2.97,3.83,
181.872,20,4.4,0,0,3.83,
181.914,17.2,6.7,1.54,2.79,3.83,
181.956,16.1,7.8,2.57,2.62,3.83,
181.997,18.9,6.7,5.15,2.62,3.83,
182.039,16.7,6.7,3.6,2.62,0,
182.081,15.6,6.7,3.6,2.62,0,
182.122,13.9,6.1,1.54,4.19,0,
182.164,13.9,6.7,3.6,2.62,0,
182.206,13.9,7.2,4.12,2.62,0,
182.247,16.7,7.2,5.66,2.79,0,
182.289,18.9,7.2,4.63,3.14,0,
182.331,20,7.8,5.15,2.62,0,
182.372,21.7,8.3,2.06,0,0,
182.414,22.2,8.3,3.6,4.54,0,
182.456,23.9,8.3,5.15,3.84,0,
182.497,25,8.3,1.54,0,0,
182.539,27.2,6.7,3.6,4.54,0,
182.581,27.8,7.2,5.15,4.89,0,
182.622,26.7,6.7,4.63,4.19,0,
182.664,26.1,7.2,2.06,0.17,0,
182.706,26.7,7.8,5.66,4.89,0,
182.747,25.6,8.9,4.12,5.24,0,
182.789,23.9,8.3,3.09,5.59,0,
182.831,22.8,8.3,0,0,0,
182.872,18.9,9.4,1.54,3.67,0,
182.914,15,9.4,3.6,4.54,0,
182.956,17.2,8.3,4.12,4.19,0,
182.997,16.7,8.3,3.6,4.36,0,
183.039,17.2,8.9,6.69,2.97,0,
183.081,14.4,7.8,6.17,3.84,0,
183.122,12.8,6.7,6.69,4.01,0,
183.164,12.2,6.7,4.63,3.14,0,
183.206,12.2,7.2,4.63,3.32,0,
183.247,13.9,7.2,5.15,3.32,0,
183.289,15,7.8,5.66,3.14,0,
183.331,16.1,7.8,5.66,3.32,0,
183.372,17.2,7.2,6.69,3.49,0,
183.414,18.9,7.2,7.72,3.14,0,
183.456,20,7.2,6.69,3.32,0,
183.497,21.1,7.2,5.66,3.32,0,
183.539,21.7,5.6,4.63,3.67,0,
183.581,22.8,4.4,4.63,3.32,0,
183.622,22.8,3.9,2.57,0,0,
183.664,23.3,3.3,8.75,4.19,0,
183.706,23.3,3.9,6.17,3.49,0,
183.747,22.8,2.2,7.2,4.19,0,
183.789,20.6,1.7,5.15,4.36,0,
183.831,18.3,1.1,4.63,3.84,0,
183.872,16.7,2.8,4.12,4.01,0,
183.914,13.9,2.8,4.63,4.19,0,
183.956,12.2,1.7,6.17,4.01,0,
183.997,11.7,2.2,5.66,4.19,0,
184.039,10,2.8,4.12,3.32,8.99,
184.081,10,2.2,7.2,3.84,8.99,
184.122,8.9,1.7,6.69,4.01,8.99,
184.164,7.2,1.7,5.66,3.84,8.99,
184.206,8.3,2.2,4.63,3.84,8.99,
184.247,10,2.8,4.63,3.14,8.99,
184.289,11.7,3.3,6.17,3.14,8.99,
184.331,13.3,2.8,5.15,3.67,8.99,
184.372,15,2.8,5.66,3.67,8.99,
184.414,16.1,2.8,4.12,3.67,8.99,
184.456,17.2,2.2,3.09,0,8.99,
184.497,19.4,1.7,5.15,3.32,8.99,
184.539,18.9,2.2,5.15,3.84,8.99,
184.581,19.4,1.7,4.63,3.14,8.99,
184.622,19.4,1.7,1.54,0.87,8.99,
184.664,20,1.7,3.6,2.62,8.99,
184.706,19.4,1.1,3.6,3.67,8.99,
184.747,20,0.6,4.12,2.79,8.99,
184.789,18.9,0.6,3.09,4.01,8.99,
184.831,16.1,1.1,2.06,4.01,8.99,
184.872,13.3,1.1,2.57,4.19,8.99,
184.914,12.8,0,2.06,4.01,8.99,
184.956,10,0,3.09,2.97,8.99,
184.997,11.7,-0.6,2.06,2.79,8.99,
185.039,10.6,1.7,2.57,2.44,4.71,
185.081,9.4,2.2,5.66,2.97,4.71,
185.122,10.6,3.3,3.6,3.32,4.71,
185.164,9.4,3.9,4.12,2.97,4.71,
185.206,10,5.6,3.6,3.32,4.71,
185.247,10,5,3.09,2.97,4.71,
185.289,10,5,3.6,3.49,4.71,
185.331,11.1,5.6,5.66,3.84,4.71,
185.372,11.1,5.6,5.66,3.14,4.71,
185.414,11.7,6.1,7.2,3.67,4.71,
185.456,10,8.3,5.66,3.67,4.71,
185.497,10,8.9,5.15,3.84,4.71,
185.539,11.1,8.9,3.6,3.49,4.71,
185.581,12.2,8.3,3.6,2.62,4.71,
185.622,13.9,7.2,3.6,2.97,4.71,
185.664,14.4,6.1,3.6,2.09,4.71,
185.706,10.6,8.3,5.15,5.41,4.71,
185.747,12.2,7.2,2.06,0,4.71,
185.789,12.2,6.7,0,0,4.71,
185.831,11.7,8.3,1.54,4.19,4.71,
185.872,8.9,6.7,1.54,4.19,4.71,
185.914,8.3,6.7,2.57,2.79,4.71,
185.956,7.2,6.7,3.6,2.97,4.71,
185.997,7.2,5.6,4.12,3.32,4.71,
186.039,7.2,5.6,4.12,3.14,5.56,
186.081,7.2,6.7,4.63,3.49,5.56,
186.122,7.8,6.7,3.6,2.97,5.56,
186.164,7.8,6.7,5.15,3.49,5.56,
186.206,7.8,6.7,5.66,3.49,5.56,
186.247,7.8,7.2,4.12,3.32,5.56,
186.289,8.3,7.2,3.6,2.97,5.56,
186.331,8.3,7.2,5.15,3.14,5.56,
186.372,10,7.8,4.63,3.32,5.56,
186.414,11.1,7.2,5.66,3.84,5.56,
186.456,11.7,6.7,4.63,3.67,5.56,
186.497,13.3,5.6,5.66,3.67,5.56,
186.539,15,5.6,4.63,4.19,5.56,
186.581,16.1,5,5.15,3.67,5.56,
186.622,16.7,5,3.6,4.19,5.56,
186.664,16.1,3.9,3.09,4.54,5.56,
186.706,17.8,3.9,2.06,0,5.56,
186.747,16.1,5.6,3.6,1.05,5.56,
186.789,15.6,5.6,3.6,0.7,5.56,
186.831,13.9,6.1,3.09,1.4,5.56,
186.872,12.8,6.7,3.09,1.4,5.56,
186.914,12.2,7.2,3.09,1.05,5.56,
186.956,11.1,7.2,4.12,0.87,5.56,
186.997,10.6,7.8,3.6,1.05,5.56,
187.039,10,7.2,3.09,0.87,7,
187.081,9.4,7.8,2.57,1.22,7,
187.122,9.4,7.8,3.09,0.87,7,
187.164,8.9,7.8,3.09,0.7,7,
187.206,8.9,7.8,3.6,0.7,7,
187.247,9.4,7.8,3.09,0.7,7,
187.289,11.7,8.3,4.12,0.87,7,
187.331,13.9,8.3,4.12,1.05,7,
187.372,15.6,8.3,3.09,0.7,7,
187.414,17.2,7.8,3.6,0.7,7,
187.456,18.3,5,3.6,0.52,7,
187.497,18.9,5,0,0,7,
187.539,20,4.4,2.57,0.87,7,
187.581,21.7,5,3.6,5.41,7,
187.622,21.7,5,2.06,0,7,
187.664,21.7,5,3.6,0.35,7,
187.706,20.6,5,3.09,2.62,7,
187.747,20.6,5.6,2.57,3.14,7,
187.789,20,5.6,0,0,7,
187.831,18.3,7.2,2.06,6.28,7,
187.872,17.8,6.7,1.54,6.28,7,
187.914,17.2,7.2,0,0,7,
187.956,17.8,7.2,1.54,0.7,7,
187.997,16.7,7.8,0,0,7,
188.039,15.6,8.3,0,0,0,
188.081,15.6,8.9,1.54,1.05,0,
188.122,13.9,10,1.54,4.54,0,
188.164,13.9,10,0,0,0,
188.206,12.8,11.7,0,0,0,
188.247,12.2,11.1,3.6,3.49,0,
188.289,12.8,11.1,3.6,4.19,0,
188.331,12.8,11.7,4.12,4.19,0,
188.372,12.8,11.7,4.63,4.36,0,
188.414,13.3,12.2,3.6,3.67,0,
188.456,13.3,12.2,4.12,4.19,0,
188.497,13.9,12.2,4.63,3.67,0,
188.539,15.6,12.2,4.12,3.49,0,
188.581,17.8,11.1,3.09,3.84,0,
188.622,18.9,11.1,3.6,3.49,0,
188.664,18.9,10.6,4.12,3.49,0,
188.706,19.4,10,3.09,5.41,0,
188.747,16.1,8.9,6.69,5.76,0,
188.789,15,9.4,2.57,1.57,0,
188.831,13.3,9.4,0,0,0,
188.872,12.2,8.9,3.6,2.62,0,
188.914,12.2,8.9,3.6,2.44,0,
188.956,10.6,8.3,2.06,0.7,0,
188.997,11.1,10,2.57,1.05,0,
189.039,10.6,9.4,3.09,0.7,0.54,
189.081,10,9.4,3.09,0.7,0.54,
189.122,9.4,9.4,1.54,1.05,0.54,
189.164,9.4,9.4,1.54,0.87,0.54,
189.206,9.4,9.4,3.6,0.87,0.54,
189.247,9.4,9.4,3.6,1.05,0.54,
189.289,10,10,3.6,1.05,0.54,
189.331,11.1,10.6,3.09,0.7,0.54,
189.372,15,11.1,2.06,0.87,0.54,
189.414,17.8,11.7,1.54,0,0.54,
189.456,21.1,11.7,2.06,0,0.54,
189.497,21.7,11.1,2.06,1.57,0.54,
189.539,22.8,8.3,5.15,4.19,0.54,
189.581,23.9,7.8,3.09,5.06,0.54,
189.622,25,7.2,4.12,3.84,0.54,
189.664,26.1,7.8,5.15,4.36,0.54,
189.706,25,7.2,2.57,3.67,0.54,
189.747,23.3,7.2,2.57,4.54,0.54,
189.789,23.3,7.2,1.54,3.14,0.54,
189.831,21.1,8.9,2.06,2.79,0.54,
189.872,18.3,8.9,2.57,2.97,0.54,
189.914,15.6,8.9,0,0,0.54,
189.956,16.7,8.9,1.54,2.09,0.54,
189.997,14.4,8.3,0,0,0.54,
190.039,15,8.3,0,0,2.9,
190.081,14.4,8.3,0,0,2.9,
190.122,13.3,9.4,2.06,1.57,2.9,
190.164,13.3,10,3.6,1.4,2.9,
190.206,13.3,10,3.09,1.4,2.9,
190.247,15,10.6,3.6,1.22,2.9,
190.289,16.7,10.6,4.12,1.05,2.9,
190.331,18.3,11.1,2.57,1.22,2.9,
190.372,21.1,11.1,2.57,1.05,2.9,
190.414,21.7,11.7,2.57,0,2.9,
190.456,23.9,10.6,4.12,3.67,2.9,
190.497,25,9.4,3.6,3.84,2.9,
190.539,25,8.3,5.66,4.01,2.9,
190.581,24.4,8.9,2.06,0,2.9,
190.622,25,8.9,4.63,3.67,2.9,
190.664,26.1,6.1,4.63,3.84,2.9,
190.706,26.1,6.7,5.15,3.32,2.9,
190.747,25,7.2,4.63,3.32,2.9,
190.789,22.2,7.8,3.09,2.97,2.9,
190.831,20.6,8.9,4.12,2.79,2.9,
190.872,19.4,10.6,3.6,2.97,2.9,
190.914,19.4,10.6,5.15,2.97,2.9,
190.956,18.3,10,6.17,3.49,2.9,
190.997,16.1,9.4,3.6,4.19,2.9,
191.039,15.6,8.9,3.09,3.32,0,
191.081,14.4,8.3,4.12,3.32,0,
191.122,13.3,8.9,3.6,2.97,0,
191.164,11.1,8.9,3.09,2.62,0,
191.206,11.1,8.9,4.12,2.62,0,
191.247,12.2,8.3,4.63,2.79,0,
191.289,13.3,8.3,5.15,2.97,0,
191.331,16.1,8.3,4.63,3.14,0,
191.372,17.2,8.9,3.09,2.44,0,
191.414,18.9,7.8,6.17,3.84,0,
191.456,20.6,8.3,3.6,3.32,0,
191.497,22.2,7.8,4.63,4.01,0,
191.539,22.8,7.8,5.66,3.32,0,
191.581,22.8,7.2,4.63,4.01,0,
191.622,22.8,6.7,4.12,3.84,0,
191.664,24.4,4.4,6.69,4.01,0,
191.706,17.8,8.3,7.72,5.76,0,
191.747,18.9,7.8,4.12,6.11,0,
191.789,15.6,8.3,4.12,1.05,0,
191.831,14.4,7.8,2.06,1.05,0,
191.872,12.8,7.2,2.06,0.17,0,
191.914,11.7,7.2,2.06,6.11,0,
191.956,12.2,6.7,2.57,0.7,0,
191.997,10.6,6.7,1.54,0.52,0,
192.039,10.6,7.2,2.06,0.7,0,
192.081,8.9,7.2,2.06,0.17,0,
192.122,8.3,6.7,1.54,0.17,0,
192.164,8.9,7.2,2.06,0.52,0,
192.206,10,8.3,2.06,0.87,0,
192.247,11.1,8.3,2.06,0.7,0,
192.289,12.2,8.3,2.06,1.75,0,
192.331,15,8.3,0,0,0,
192.372,17.2,8.3,0,0,0,
192.414,19.4,8.9,1.54,0,0,
192.456,20.6,7.8,2.57,0,0,
192.497,22.8,8.3,2.57,5.59,0,
192.539,22.2,7.8,0,0,0,
192.581,24.4,7.2,3.6,4.54,0,
192.622,24.4,6.7,3.6,3.49,0,
192.664,25,6.7,3.09,0,0,
192.706,25,7.2,2.57,0,0,
192.747,24.4,7.2,3.09,5.41,0,
192.789,23.3,7.2,2.57,6.28,0,
192.831,20.6,7.2,3.09,0.35,0,
192.872,20,7.2,0,0,0,
192.914,15.6,7.2,0,0,0,
192.956,15,7.2,1.54,2.44,0,
192.997,12.2,6.7,1.54,4.19,0,
193.039,13.3,7.2,0,0,0,
193.081,13.3,7.8,0,0,0,
193.122,13.3,7.8,0,0,0,
193.164,13.3,8.3,2.57,1.57,0,
193.206,11.7,8.3,0,0,0,
193.247,15,8.9,1.54,2.09,0,
193.289,16.7,8.9,3.6,2.09,0,
193.331,20,8.9,3.09,2.79,0,
193.372,21.7,9.4,3.09,2.09,0,
193.414,23.9,8.3,3.6,3.32,0,
193.456,25,6.1,3.09,0,0,
193.497,25.6,6.7,4.63,3.32,0,
193.539,26.1,6.1,4.12,3.32,0,
193.581,26.7,6.1,2.57,5.06,0,
193.622,27.2,6.7,3.09,0,0,
193.664,27.8,5.6,4.12,3.14,0,
193.706,27.8,6.1,3.6,4.19,0,
193.747,27.2,5.6,3.6,2.62,0,
193.789,25.6,5.6,0,0,0,
193.831,23.3,6.7,3.09,2.44,0,
193.872,20.6,7.2,2.57,2.44,0,
193.914,18.9,7.2,3.6,2.62,0,
193.956,18.3,7.2,4.12,2.62,0,
193.997,15.6,7.2,1.54,6.28,0,
194.039,15.6,6.7,0,0,0,
194.081,14.4,7.2,0,0,0,
194.122,13.9,7.2,0,0,0,
194.164,13.9,7.2,0,0,0,
194.206,12.2,7.2,0,0,0,
194.247,16.1,9.4,2.06,0.7,0,
194.289,18.3,10,3.6,1.4,0,
194.331,20,10,1.54,1.92,0,
194.372,22.8,8.9,2.57,0,0,
194.414,26.1,8.3,2.57,0.7,0,
194.456,27.2,7.2,0,0,0,
194.497,28.3,5,3.09,4.36,0,
194.539,29.4,3.9,4.12,3.14,0,
194.581,30,6.1,1.54,0,0,
194.622,30.6,5.6,4.63,2.97,0,
194.664,30.6,4.4,4.63,4.19,0,
194.706,30.6,3.9,4.12,3.49,0,
194.747,30,3.9,2.57,3.49,0,
194.789,28.3,6.1,2.06,3.32,0,
194.831,24.4,6.1,3.09,2.62,0,
194.872,20,6.7,3.6,4.01,0,
194.914,20,6.7,3.09,4.19,0,
194.956,18.9,6.7,3.09,2.79,0,
194.997,14.4,6.1,3.09,4.54,0,
195.039,16.7,6.1,2.57,2.27,5.35,
195.081,15.6,7.8,3.09,2.44,5.35,
195.122,16.7,7.8,1.54,2.44,5.35,
195.164,15,8.3,0,0,5.35,
195.206,15,8.9,3.09,2.79,5.35,
195.247,17.2,8.9,3.6,2.62,5.35,
195.289,18.9,7.8,3.09,3.32,5.35,
195.331,22.2,7.2,4.12,3.67,5.35,
195.372,23.9,6.7,3.6,3.32,5.35,
195.414,25,7.2,4.63,3.32,5.35,
195.456,25.6,5.6,6.17,3.67,5.35,
195.497,27.2,4.4,3.6,3.14,5.35,
195.539,28.3,4.4,5.15,4.19,5.35,
195.581,29.4,4.4,3.6,3.84,5.35,
195.622,30,4.4,6.69,3.49,5.35,
195.664,30,4.4,7.72,4.36,5.35,
195.706,29.4,4.4,8.23,4.71,5.35,
195.747,28.3,5,5.15,4.36,5.35,
195.789,26.1,6.1,4.12,4.54,5.35,
195.831,21.7,6.7,3.09,3.49,5.35,
195.872,21.1,3.9,3.6,3.49,5.35,
195.914,19.4,1.1,5.66,4.01,5.35,
195.956,17.2,3.9,4.63,4.01,5.35,
195.997,16.7,5,5.15,4.01,5.35,
196.039,16.7,5,5.66,3.67,0,
196.081,15,5,4.12,2.97,0,
196.122,15,6.1,2.57,2.79,0,
196.164,13.9,6.7,4.12,3.14,0,
196.206,13.3,7.2,5.15,2.97,0,
196.247,14.4,7.2,2.57,2.97,0,
196.289,16.1,7.8,3.6,2.97,0,
196.331,17.8,7.8,2.57,2.97,0,
196.372,20,7.2,5.15,3.84,0,
196.414,20.6,6.7,4.12,4.19,0,
196.456,21.7,7.2,4.63,4.36,0,
196.497,22.8,6.1,5.15,4.01,0,
196.539,23.9,6.1,5.66,4.36,0,
196.581,25,5.6,6.69,3.49,0,
196.622,25.6,6.1,5.15,4.19,0,
196.664,24.4,4.4,6.17,4.01,0,
196.706,25,5.6,7.2,4.19,0,
196.747,23.9,3.3,7.2,4.54,0,
196.789,22.2,3.3,4.63,4.36,0,
196.831,19.4,4.4,4.12,4.01,0,
196.872,17.8,5,4.63,4.19,0,
196.914,14.4,3.3,4.12,4.01,0,
196.956,13.9,2.8,5.15,3.67,0,
196.997,12.8,1.7,5.66,3.84,0,
197.039,11.1,2.2,5.15,3.67,0,
197.081,10,2.2,4.63,3.84,0,
197.122,10,1.7,4.12,3.49,0,
197.164,7.8,1.7,3.6,3.32,0,
197.206,7.8,2.2,4.12,2.62,0,
197.247,9.4,2.8,4.63,2.62,0,
197.289,11.1,3.3,4.12,2.62,0,
197.331,13.9,3.9,3.09,2.79,0,
197.372,16.1,3.9,1.54,0,0,
197.414,17.8,3.9,1.54,0,0,
197.456,19.4,2.8,2.06,3.14,0,
197.497,20.6,3.3,2.06,3.14,0,
197.539,22.2,3.9,4.12,4.01,0,
197.581,22.8,2.8,2.06,0,0,
197.622,22.8,3.3,1.54,5.06,0,
197.664,23.9,3.3,3.09,0,0,
197.706,23.9,3.9,2.06,0.87,0,
197.747,23.3,3.3,1.54,0,0,
197.789,22.2,3.9,3.09,0.35,0,
197.831,20,3.9,2.57,0.52,0,
197.872,16.7,3.9,0,0,0,
197.914,14.4,4.4,2.06,4.54,0,
197.956,11.1,4.4,2.57,4.54,0,
197.997,13.3,5,0,0,0,
198.039,11.1,3.9,0,0,0,
198.081,11.1,4.4,1.54,0.7,0,
198.122,11.7,6.7,2.06,0.87,0,
198.164,8.3,4.4,0,0,0,
198.206,8.9,4.4,1.54,6.11,0,
198.247,13.9,6.7,4.12,0.52,0,
198.289,16.7,6.7,4.12,0.52,0,
198.331,17.8,7.2,3.09,0.7,0,
198.372,20,7.2,3.09,0,0,
198.414,22.8,7.8,3.09,0,0,
198.456,25,5,4.12,0.17,0,
198.497,25.6,4.4,3.09,0.87,0,
198.539,26.1,2.2,3.6,2.09,0,
198.581,27.2,3.3,2.06,0,0,
198.622,27.2,1.1,3.09,4.71,0,
198.664,27.8,1.1,2.06,0,0,
198.706,27.8,1.7,3.09,6.28,0,
198.747,26.7,2.2,2.06,0.35,0,
198.789,25,3.3,2.06,5.59,0,
198.831,23.3,3.9,2.06,5.24,0,
198.872,18.9,3.3,2.57,4.36,0,
198.914,16.7,3.9,2.06,4.36,0,
198.956,16.7,3.9,2.06,3.67,0,
198.997,15,3.9,1.54,3.49,0,
199.039,13.3,3.3,0,0,0,
199.081,13.3,3.3,1.54,2.97,0,
199.122,11.7,3.3,0,0,0,
199.164,10.6,3.3,0,0,0,
199.206,13.3,6.7,1.54,1.4,0,
199.247,15,8.3,1.54,1.05,0,
199.289,17.2,7.2,2.57,0.87,0,
199.331,20,8.3,2.57,1.75,0,
199.372,22.8,8.3,1.54,0,0,
199.414,26.1,8.3,2.06,1.4,0,
199.456,27.8,4.4,3.6,4.54,0,
199.497,28.9,3.3,2.57,0,0,
199.539,29.4,3.9,3.09,3.32,0,
199.581,30.6,3.9,4.63,3.32,0,
199.622,30.6,2.8,1.54,0,0,
199.664,31.7,3.3,5.15,4.36,0,
199.706,31.1,3.9,6.69,4.71,0,
199.747,30,3.3,4.63,4.89,0,
199.789,27.8,3.9,2.57,4.19,0,
199.831,23.3,5,3.09,3.49,0,
199.872,20,5,3.09,4.01,0,
199.914,21.1,5.6,4.63,4.01,0,
199.956,21.1,7.8,4.12,3.84,0,
199.997,21.1,6.1,3.6,3.84,0,
200.039,18.9,6.7,2.06,2.27,0,
200.081,18.3,6.7,3.6,2.44,0,
200.122,17.2,7.2,4.63,2.79,0,
200.164,17.2,7.2,3.09,2.62,0,
200.206,17.8,8.3,3.09,2.44,0,
200.247,18.3,9.4,4.63,2.97,0,
200.289,19.4,9.4,4.63,2.79,0,
200.331,21.7,8.3,5.15,3.49,0,
200.372,23.9,8.9,5.15,2.97,0,
200.414,25,10,4.63,2.62,0,
200.456,27.8,8.9,7.2,3.49,0,
200.497,28.3,8.3,7.72,3.67,0,
200.539,28.9,10,6.69,3.32,0,
200.581,29.4,5.6,6.17,3.84,0,
200.622,30,5.6,5.66,4.19,0,
200.664,29.4,5,6.17,4.01,0,
200.706,29.4,2.8,6.69,4.71,0,
200.747,28.9,2.8,5.15,4.54,0,
200.789,26.7,2.8,2.57,4.36,0,
200.831,21.7,5,2.57,3.49,0,
200.872,21.7,5.6,3.6,3.67,0,
200.914,19.4,6.1,3.09,3.67,0,
200.956,21.7,6.7,4.12,3.49,0,
200.997,20,8.3,4.12,3.32,0,
201.039,18.3,8.3,3.6,2.62,0,
201.081,16.1,8.3,4.63,2.79,0,
201.122,15,8.9,4.63,2.62,0,
201.164,14.4,8.3,4.63,2.79,0,
201.206,15,7.2,4.12,2.97,0,
201.247,16.1,7.8,4.12,2.97,0,
201.289,17.8,7.8,3.6,2.79,0,
201.331,20.6,8.3,3.6,2.79,0,
201.372,22.2,7.8,3.6,3.14,0,
201.414,24.4,6.7,5.15,3.67,0,
201.456,25.6,5,5.66,3.49,0,
201.497,27.2,4.4,2.57,0,0,
201.539,28.9,5,4.63,3.14,0,
201.581,29.4,5,5.66,3.67,0,
201.622,30,5,6.17,2.97,0,
201.664,30,5.6,4.63,3.67,0,
201.706,29.4,6.1,3.09,4.19,0,
201.747,28.9,6.1,2.57,3.32,0,
201.789,27.8,6.7,2.57,3.49,0,
201.831,24.4,7.8,2.06,3.67,0,
201.872,21.1,6.1,2.06,3.67,0,
201.914,20,6.7,3.09,2.62,0,
201.956,18.3,7.8,1.54,0,0,
201.997,17.8,6.7,0,0,0,
202.039,15,6.1,0,0,0,
202.081,15.6,7.8,2.06,2.62,0,
202.122,15,8.9,3.6,2.62,0,
202.164,13.9,8.3,3.09,2.62,0,
202.206,14.4,8.9,3.6,2.62,0,
202.247,17.2,8.9,3.6,2.62,0,
202.289,19.4,7.8,3.09,2.79,0,
202.331,22.2,7.2,2.57,2.97,0,
202.372,23.9,7.2,2.06,0,0,
202.414,26.7,8.3,3.09,0,0,
202.456,27.8,8.3,3.09,2.97,0,
202.497,28.9,7.8,2.57,0,0,
202.539,29.4,7.8,3.09,0,0,
202.581,30,5.6,2.06,0,0,
202.622,30.6,5.6,1.54,0,0,
202.664,31.1,5.6,4.63,3.49,0,
202.706,31.1,5,3.09,4.36,0,
202.747,30.6,3.9,3.09,3.84,0,
202.789,28.3,4.4,1.54,3.14,0,
202.831,25.6,4.4,2.06,3.14,0,
202.872,21.7,4.4,2.06,3.14,0,
202.914,20.6,4.4,2.06,4.19,0,
202.956,18.9,4.4,3.09,2.79,0,
202.997,19.4,6.1,3.6,2.97,0,
203.039,18.3,5.6,4.63,2.79,2.3,
203.081,17.2,6.7,1.54,2.27,2.3,
203.122,17.2,6.7,0,0,2.3,
203.164,16.1,7.2,2.06,0.7,2.3,
203.206,15,7.2,0,0,2.3,
203.247,17.8,8.3,1.54,0.87,2.3,
203.289,19.4,10,3.09,1.4,2.3,
203.331,21.7,10.6,3.6,1.4,2.3,
203.372,25,10.6,3.09,1.22,2.3,
203.414,27.2,10.6,2.06,0,2.3,
203.456,30.6,5,3.6,1.57,2.3,
203.497,31.7,4.4,2.57,0,2.3,
203.539,32.2,4.4,1.54,0,2.3,
203.581,33.3,6.1,4.63,1.4,2.3,
