$Spokane wwtp,constituent,file,-,year,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDAY,TDS,TRACER,COLFRM,COND,CHLORID,ISS,PO4,NH4,NO3,LDOM,RDOM,LPOM,RPOM,1CBOD,2CBOD,3CBOD,4CBOD,5CBOD,6CBOD,7CBOD,8CBOD,9CBOD,10CBOD,1CBODP,2CBODP,3CBODP,4CBODP,5CBODP,6CBODP,7CBODP,8CBODP,9CBODP,10CBODP,1CBODN,2CBODN,3CBODN,4CBODN,5CBODN,6CBODN,7CBODN,8CBODN,9CBODN,10CBODN,Algae1,Algae2,Algae3,DO,TIC,ALK,LDOMP,RDOMP,LPOMP,RPOMP,LDOMN,RDOMN,LPOMN,RPOMN
182,331.43,0,6.7,649.2,0.66,0.5,0.1529,0.348,20.434,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0.389,0,0,0,0,0,0,0,0,0,8.7,41.02,101,0,0,0,0,0,0,0,0
183,338.57,0,8,652.3,0.61,2,0.1784,0.294,20.105,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0.455,0,0,0,0,0,0,0,0,0,8.7,42.53,104,0,0,0,0,0,0,0,0
184,345.71,0,2,655.4,0.57,1,0.1674,0.357,19.776,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0.521,0,0,0,0,0,0,0,0,0,7.5,40.77,101,0,0,0,0,0,0,0,0
185,352.86,0,4,658.4,0.56,1.5,0.182,0.359,19.446,0,0,0,0,0,0,0,25.98,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0.588,0,0,0,0,0,0,0,0,0,9.1,30.64,96,0,0,0,0,0,0,0,0
186,360,0,4,661.5,0.55,1,0.1165,0.345,19.117,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0.654,0,0,0,0,0,0,0,0,0,13.5,36.91,85,0,0,0,0,0,0,0,0
187,367.14,0,4,664.6,0.48,1,0.1784,0.304,18.788,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0.721,0,0,0,0,0,0,0,0,0,7.5,34.9,86,0,0,0,0,0,0,0,0
188,374.29,0,3.3,667.6,0.65,3.5,0.1638,0.367,18.459,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0.787,0,0,0,0,0,0,0,0,0,7.1,41.57,102,0,0,0,0,0,0,0,0
189,381.43,0,2.7,670.7,0.61,2.5,0.1456,0.278,18.129,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,0,0,0.854,0,0,0,0,0,0,0,0,0,7.3,40.37,105,0,0,0,0,0,0,0,0
190,388.57,0,2,673.8,0.56,3,0.1711,0.78,17.8,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,8.8,40.92,108,0,0,0,0,0,0,0,0
191,395.71,0,13,676.9,0.58,3,0.1638,0.427,17.386,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,1.006,0,0,0,0,0,0,0,0,0,7.4,39.67,103,0,0,0,0,0,0,0,0
192,402.86,0,4,679.9,0.54,3,0.2257,0.409,16.971,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.394,0,0,0,0,0,0,0,0,0,1.091,0,0,0,0,0,0,0,0,0,8.4,34.98,89,0,0,0,0,0,0,0,0
193,410,0,11,683,0.55,2.5,0.1856,0.316,16.557,0,0,0,0,0,0,0,11.8,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,1.177,0,0,0,0,0,0,0,0,0,8.6,38.23,95,0,0,0,0,0,0,0,0
194,411.57,0,4,682.6,0.64,2.5,0.142,0.41,16.143,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,1.263,0,0,0,0,0,0,0,0,0,8.4,37.05,88,0,0,0,0,0,0,0,0
195,413.14,0,8.3,682.3,0.55,2,0.1383,0.402,15.729,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,1.349,0,0,0,0,0,0,0,0,0,8.8,32.29,90,0,0,0,0,0,0,0,0
196,414.71,0,12.7,681.9,0.6,4.5,0.1492,0.339,15.314,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.261,0,0,0,0,0,0,0,0,0,1.434,0,0,0,0,0,0,0,0,0,7.9,38.18,98,0,0,0,0,0,0,0,0
197,416.29,0,17,681.6,0.56,4.5,0.2184,0.382,14.9,0,0,0,0,0,0,0,25.98,0,0,0,0,0,0,0,0,0,0.382,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,8.8,42.21,107,0,0,0,0,0,0,0,0
198,417.86,0,8,681.2,0.55,3.5,0.222,0.31,15.271,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.388,0,0,0,0,0,0,0,0,0,1.443,0,0,0,0,0,0,0,0,0,8.4,36.45,87,0,0,0,0,0,0,0,0
199,419.43,0,8,680.9,0.56,3,0.2038,0.25,15.643,0,0,0,0,0,0,0,29.23,0,0,0,0,0,0,0,0,0,0.356,0,0,0,0,0,0,0,0,0,1.366,0,0,0,0,0,0,0,0,0,8.3,33.89,77,0,0,0,0,0,0,0,0
200,421,0,30,680.5,0.53,5,0.2002,0.47,16.014,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,1.289,0,0,0,0,0,0,0,0,0,8.4,35.75,80,0,0,0,0,0,0,0,0
201,422.57,0,23,680.1,0.57,4,0.1893,0.13,16.386,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.331,0,0,0,0,0,0,0,0,0,1.211,0,0,0,0,0,0,0,0,0,8.7,38.92,91,0,0,0,0,0,0,0,0
202,424.14,0,32,679.8,0.48,2,0.0692,0.081,16.757,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,1.134,0,0,0,0,0,0,0,0,0,9.4,34.03,79,0,0,0,0,0,0,0,0
203,425.71,0,41,679.4,0.45,4,0.182,0.12,17.129,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,1.057,0,0,0,0,0,0,0,0,0,8.2,19.38,48,0,0,0,0,0,0,0,0
204,427.29,0,50,679.1,0.5,4,0.1492,0.22,17.5,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.261,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,8.2,36.69,89,0,0,0,0,0,0,0,0
205,428.86,0,170,678.7,0.45,4,0.2148,0.2,17.457,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.989,0,0,0,0,0,0,0,0,0,8.3,39.72,96,0,0,0,0,0,0,0,0
206,430.43,0,110,678.4,0.47,5,0.2257,0.18,17.414,0,0,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0.394,0,0,0,0,0,0,0,0,0,0.997,0,0,0,0,0,0,0,0,0,8.4,33.33,79,0,0,0,0,0,0,0,0
207,432,0,17,678,0.46,8,0.2184,0.12,17.371,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.382,0,0,0,0,0,0,0,0,0,1.006,0,0,0,0,0,0,0,0,0,8.3,37.73,87,0,0,0,0,0,0,0,0
208,428,0,30,677.2,0.45,3,0.1529,0.53,17.329,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,1.014,0,0,0,0,0,0,0,0,0,8.3,36.05,80,0,0,0,0,0,0,0,0
209,424,0,30,676.3,0.43,2,0.1638,0.081,17.286,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,1.023,0,0,0,0,0,0,0,0,0,8.1,33.55,76,0,0,0,0,0,0,0,0
210,420,0,30,675.5,0.53,2.5,0.1674,0.22,17.243,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,1.031,0,0,0,0,0,0,0,0,0,7.5,33.37,81,0,0,0,0,0,0,0,0
211,416,0,30,674.6,0.48,4,0.2293,0.26,17.2,0,0,0,0,0,0,0,29.23,0,0,0,0,0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,8.6,37.09,92,0,0,0,0,0,0,0,0
212,412,0,8,673.8,0.49,10,0.2293,0.17,17.136,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0,1.163,0,0,0,0,0,0,0,0,0,8.4,31.32,87,0,0,0,0,0,0,0,0
213,408,0,23,672.9,0.49,6,0.1966,0.3,17.071,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0,0,0,0,0,1.286,0,0,0,0,0,0,0,0,0,8.2,41.44,84,0,0,0,0,0,0,0,0
214,404,0,17,672.1,0.54,1,0.2293,0.2,17.007,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0,1.409,0,0,0,0,0,0,0,0,0,8.1,30.66,74,0,0,0,0,0,0,0,0
215,400,0,80,671.2,0.52,3,0.233,0.2,16.943,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.407,0,0,0,0,0,0,0,0,0,1.531,0,0,0,0,0,0,0,0,0,8.4,29.98,75,0,0,0,0,0,0,0,0
216,396,0,62,670.4,0.51,4,0.1602,0.2,16.879,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,1.654,0,0,0,0,0,0,0,0,0,8.4,33.41,76,0,0,0,0,0,0,0,0
217,392,0,44,669.5,0.51,4,0.2002,0.3,16.814,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,1.777,0,0,0,0,0,0,0,0,0,8.4,31.92,79,0,0,0,0,0,0,0,0
218,388,0,26,668.7,0.53,4,0.2111,0.5,16.75,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.369,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,9.2,35.19,85,0,0,0,0,0,0,0,0
219,384,0,17,667.8,0.54,3,0.1929,0.5,16.783,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.337,0,0,0,0,0,0,0,0,0,1.843,0,0,0,0,0,0,0,0,0,8.5,40.18,94,0,0,0,0,0,0,0,0
220,380,0,30,667,0.54,2,0.1674,0.4,16.816,0,0,0,0,0,0,0,22.6,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,1.786,0,0,0,0,0,0,0,0,0,7.9,35.73,80,0,0,0,0,0,0,0,0
221,410,0,17,685,0.54,3,0.1674,0.4,16.849,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,1.729,0,0,0,0,0,0,0,0,0,8.2,35.73,80,0,0,0,0,0,0,0,0
222,405.43,0,13,685.1,0.5,3,0.1638,0.5,16.881,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,1.671,0,0,0,0,0,0,0,0,0,7.9,36.68,80,0,0,0,0,0,0,0,0
223,400.86,0,25.3,685.1,0.5,3,0.1638,0.5,16.914,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,1.614,0,0,0,0,0,0,0,0,0,7.4,35.03,80,0,0,0,0,0,0,0,0
224,396.29,0,37.7,685.2,0.54,3,0.1966,3.2,16.947,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0,0,0,0,0,1.557,0,0,0,0,0,0,0,0,0,8.1,38.1,91,0,0,0,0,0,0,0,0
225,391.71,0,50,685.3,0.5,4,0.1638,0.7,16.98,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,9,34.7,81,0,0,0,0,0,0,0,0
226,387.14,0,23,685.4,0.59,3,0.0764,1.2,17.244,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,7.8,39.21,95,0,0,0,0,0,0,0,0
227,382.57,0,13,685.4,0.52,3,0.1274,0.5,17.509,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,8.1,37.61,91,0,0,0,0,0,0,0,0
228,378,0,11,685.5,0.62,2,0.1638,0.7,17.773,0,0,0,0,0,0,0,9.74,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,8.3,38.21,96,0,0,0,0,0,0,0,0
229,373.43,0,30,685.6,0.61,4,0.1165,0.8,18.037,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,8.3,36.47,88,0,0,0,0,0,0,0,0
230,368.86,0,25.7,685.6,0.61,3,0.1128,0.4,18.301,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,8.6,38.34,95,0,0,0,0,0,0,0,0
231,364.29,0,21.3,685.7,0.61,3,0.1456,0.4,18.566,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,8.2,35.6,92,0,0,0,0,0,0,0,0
232,359.71,0,17,685.8,0.59,3,0.1529,1.89,18.83,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,8.3,38.67,102,0,0,0,0,0,0,0,0
233,355.14,0,13,685.9,0.67,2,0.0874,1.5,18.549,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,8.3,38.06,101,0,0,0,0,0,0,0,0
234,350.57,0,4,685.9,0.61,2,0.1165,1.39,18.267,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,8.1,38.18,99,0,0,0,0,0,0,0,0
235,346,0,4,686,0.58,2,0.1128,1.49,17.986,0,0,0,0,0,0,0,24.3,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,8.2,34.91,84,0,0,0,0,0,0,0,0
236,356,0,17,683.3,0.69,1,0.0946,0.16,17.704,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,8.3,33.45,82,0,0,0,0,0,0,0,0
237,366,0,21.3,680.7,0.62,4,0.1056,0.16,17.423,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,8,35.52,85,0,0,0,0,0,0,0,0
238,376,0,25.7,678,0.58,1,0.1165,0.32,17.141,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,7.8,38.01,94,0,0,0,0,0,0,0,0
239,386,0,30,675.3,0.56,2,0.142,0.44,16.86,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,8.1,38.2,101,0,0,0,0,0,0,0,0
240,396,0,8,672.7,0.59,4,0.1274,0.2,16.731,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,1.271,0,0,0,0,0,0,0,0,0,7.8,39.32,106,0,0,0,0,0,0,0,0
241,406,0,34,670,0.55,1,0.1092,0.081,16.603,0,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0,0,0,0,1.183,0,0,0,0,0,0,0,0,0,8.1,39.13,96,0,0,0,0,0,0,0,0
242,392,0,4,664,0.59,3,0.1347,0.081,16.474,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,1.094,0,0,0,0,0,0,0,0,0,7.8,36.66,94,0,0,0,0,0,0,0,0
243,392.59,0,17,664.2,0.63,2,0.131,0.081,16.346,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,0,1.006,0,0,0,0,0,0,0,0,0,7.5,33.56,86,0,0,0,0,0,0,0,0
244,393.19,0,13.7,664.4,0.61,2.5,0.142,0.3,16.217,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,0.917,0,0,0,0,0,0,0,0,0,7.5,34.9,89,0,0,0,0,0,0,0,0
245,393.78,0,10.3,664.6,0.6,0.1,0.1529,0.24,16.089,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0.829,0,0,0,0,0,0,0,0,0,8.5,38.14,99,0,0,0,0,0,0,0,0
246,394.37,0,7,664.7,0.59,2.5,0.1747,0.26,15.96,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,8.5,36.98,98,0,0,0,0,0,0,0,0
247,394.96,0,8,664.9,0.58,4,0.1747,0.23,16.1,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0.806,0,0,0,0,0,0,0,0,0,8.5,46.69,123,0,0,0,0,0,0,0,0
248,395.56,0,17,665.1,0.59,2.5,0.1711,0.34,16.24,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0.871,0,0,0,0,0,0,0,0,0,8.2,40.16,98,0,0,0,0,0,0,0,0
249,396.15,0,14,665.3,0.56,2,0.1747,0.17,16.38,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0.937,0,0,0,0,0,0,0,0,0,7.4,33.55,79,0,0,0,0,0,0,0,0
250,396.74,0,50,665.5,0.57,3,0.1856,0.3,16.52,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,1.003,0,0,0,0,0,0,0,0,0,7.6,35.19,84,0,0,0,0,0,0,0,0
251,397.33,0,38,665.7,0.57,4.5,0.1784,0.44,16.66,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,1.069,0,0,0,0,0,0,0,0,0,8.1,34.14,79,0,0,0,0,0,0,0,0
252,397.93,0,26,665.9,0.57,1.5,0.1638,0.2,16.8,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,1.134,0,0,0,0,0,0,0,0,0,8.6,36.11,92,0,0,0,0,0,0,0,0
253,398.52,0,14,666,0.57,4,0.2111,0.3,16.94,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.369,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,7.8,41.14,107,0,0,0,0,0,0,0,0
254,399.11,0,72,666.2,0.6,3,0.2184,0.53,17.1,0,0,0,0,0,0,0,25.98,0,0,0,0,0,0,0,0,0,0.382,0,0,0,0,0,0,0,0,0,1.156,0,0,0,0,0,0,0,0,0,8.5,37.98,93,0,0,0,0,0,0,0,0
255,399.7,0,130,666.4,0.51,3,0.2038,0.35,17.26,0,0,0,0,0,0,0,29.23,0,0,0,0,0,0,0,0,0,0.356,0,0,0,0,0,0,0,0,0,1.111,0,0,0,0,0,0,0,0,0,8.2,34.41,77,0,0,0,0,0,0,0,0
256,400.3,0,50,666.6,0.56,5,0.2402,0.6,17.42,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,1.067,0,0,0,0,0,0,0,0,0,11.8,34.22,77,0,0,0,0,0,0,0,0
257,400.89,0,22,666.8,0.54,4,0.2366,0.48,17.58,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.413,0,0,0,0,0,0,0,0,0,1.023,0,0,0,0,0,0,0,0,0,8.7,40.25,86,0,0,0,0,0,0,0,0
258,401.48,0,58,667,0.52,5.5,0.1929,0.35,17.74,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.337,0,0,0,0,0,0,0,0,0,0.979,0,0,0,0,0,0,0,0,0,7.6,34.83,67,0,0,0,0,0,0,0,0
259,402.07,0,94,667.1,0.53,5,0.2148,0.55,17.9,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.934,0,0,0,0,0,0,0,0,0,8.5,40.22,90,0,0,0,0,0,0,0,0
260,402.67,0,130,667.3,0.58,4,0.2002,0.31,18.06,0,0,0,0,0,0,0,25.98,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,7.9,43.21,95,0,0,0,0,0,0,0,0
261,403.26,0,8,667.5,0.66,4,0.2002,0.45,18.174,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0.819,0,0,0,0,0,0,0,0,0,8,38.84,77,0,0,0,0,0,0,0,0
262,403.85,0,14,667.7,0.48,2.5,0.1747,0.65,18.289,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0.747,0,0,0,0,0,0,0,0,0,8.6,35.54,71,0,0,0,0,0,0,0,0
263,404.44,0,17,667.9,0.7,4,0.1565,0.75,18.403,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0.676,0,0,0,0,0,0,0,0,0,7.9,30.92,62.5,0,0,0,0,0,0,0,0
264,405.04,0,14,668.1,0.58,4,0.1674,0.83,18.517,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0.604,0,0,0,0,0,0,0,0,0,8.2,27.54,54,0,0,0,0,0,0,0,0
265,405.63,0,18.3,668.3,0.58,4,0.1638,0.7,18.631,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0.533,0,0,0,0,0,0,0,0,0,7.4,32.39,66,0,0,0,0,0,0,0,0
266,406.22,0,22.7,668.4,0.57,2,0.1747,0.65,18.746,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0.461,0,0,0,0,0,0,0,0,0,7.9,37.98,87,0,0,0,0,0,0,0,0
267,406.81,0,27,668.6,0.57,2,0.1674,0.71,18.86,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,8.1,45.7,100,0,0,0,0,0,0,0,0
268,407.41,0,50,668.8,0.55,3,0.1201,0.73,18.591,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0,0,0,7.9,43.03,85,0,0,0,0,0,0,0,0
269,408,0,7,669,0.54,3,0.1383,0.5,18.323,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0,8.2,41.58,82,0,0,0,0,0,0,0,0
270,408,0,50,669,0.58,2,0.142,0.52,18.054,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,0.407,0,0,0,0,0,0,0,0,0,7.9,40.06,81,0,0,0,0,0,0,0,0
271,408,0,50,669,0.56,5,0.1456,0.63,17.786,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,0,0,0.413,0,0,0,0,0,0,0,0,0,7.8,40.19,76,0,0,0,0,0,0,0,0
272,408,0,38,669,0.59,1,0.142,0.72,17.517,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,0,0,0,0,0,8.4,44.05,85,0,0,0,0,0,0,0,0
273,408,0,26,669,0.58,2,0.1784,0.29,17.249,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0.424,0,0,0,0,0,0,0,0,0,8.5,46.38,100,0,0,0,0,0,0,0,0
274,408,0,14,669,0.57,3,0.1602,0.47,16.98,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,8.2,42.84,98,0,0,0,0,0,0,0,0
275,408,0,130,669,0.59,3,0.1456,0.48,17.021,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,0,0,0.834,0,0,0,0,0,0,0,0,0,8.4,40.29,87,0,0,0,0,0,0,0,0
276,408,0,17,669,0.58,5,0.1893,0.59,17.063,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.331,0,0,0,0,0,0,0,0,0,1.239,0,0,0,0,0,0,0,0,0,8.1,36.56,78,0,0,0,0,0,0,0,0
277,408,0,17,669,0.56,4,0.1966,0.36,17.104,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0,0,0,0,0,1.643,0,0,0,0,0,0,0,0,0,8,35.11,74,0,0,0,0,0,0,0,0
278,408,0,23,669,0.57,5.5,0.2184,0.42,17.146,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,0,0.382,0,0,0,0,0,0,0,0,0,2.047,0,0,0,0,0,0,0,0,0,8.3,28.45,64,0,0,0,0,0,0,0,0
